split,target,n_test,roc_auc,bal_acc,f1
70,Claude-3-5-Sonnet,199,0.612326270221007,0.5464228753702438,0.37398373983739835
70,GPT-4o-Random,199,0.6352617970265029,0.5,0.9553805774278216
71,GPT-4o,199,0.6859327217125384,0.6099898063200815,0.6451612903225806
71,Claude-3-5-Sonnet,199,0.6879399585921324,0.6012939958592132,0.5759162303664922
71,GPT-4o-Random,199,0.65,0.5,0.9358288770053476
72,GPT-4o,199,0.6716312056737588,0.6580547112462005,0.6349206349206349
72,Claude-3-5-Sonnet,199,0.648200460347353,0.6317744297970287,0.5569620253164557
72,GPT-4o-Random,199,0.6825255669186305,0.5,0.9301075268817204
73,GPT-4o,197,0.7184782608695652,0.6306935817805384,0.680672268907563
73,Claude-3-5-Sonnet,197,0.6705555555555556,0.6068333333333333,0.5131578947368421
73,GPT-4o-Random,197,0.595747982619491,0.5,0.9521276595744681
74,GPT-4o,202,0.6489705882352942,0.6000980392156863,0.5524861878453039
74,Claude-3-5-Sonnet,202,0.6086004273504273,0.5493589743589744,0.4745762711864407
74,GPT-4o-Random,202,0.4772655007949126,0.5,0.9560723514211886
75,GPT-4o,200,0.630556403214322,0.5757806937239345,0.5136612021857924
75,Claude-3-5-Sonnet,200,0.722623089983022,0.6373089983022071,0.5644171779141104
75,GPT-4o-Random,200,0.5043797348484849,0.5,0.9361702127659575
76,GPT-4o,198,0.6517884754149057,0.5891660653540872,0.6609442060085837
76,Claude-3-5-Sonnet,198,0.6279727606076478,0.5808276584599267,0.5656565656565656
76,GPT-4o-Random,198,0.6074683916495148,0.5,0.9496021220159151
77,GPT-4o,196,0.6724856696195934,0.5904637832204274,0.6721991701244814
77,Claude-3-5-Sonnet,196,0.6182071031236629,0.6084724005134787,0.5581395348837209
77,GPT-4o-Random,196,0.5880208333333333,0.5,0.9574468085106383
78,GPT-4o,202,0.6200451334379905,0.5603414442700156,0.5527638190954773
78,Claude-3-5-Sonnet,202,0.5990026246719159,0.5825721784776903,0.5268817204301075
78,GPT-4o-Random,202,0.6934046345811051,0.5,0.961439588688946
79,GPT-4o,200,0.6426282051282052,0.5765224358974359,0.5280898876404494
79,Claude-3-5-Sonnet,200,0.6613577863577864,0.5971685971685972,0.47058823529411764
79,GPT-4o-Random,200,0.5335753176043556,0.5,0.921832884097035
80,GPT-4o,197,0.6769222840651412,0.6293032364460935,0.6403940886699507
80,Claude-3-5-Sonnet,197,0.6807649043869517,0.6165916760404949,0.47540983606557374
80,GPT-4o-Random,197,0.6741154562383613,0.5,0.9521276595744681
81,GPT-4o,198,0.7042151162790697,0.6295681063122924,0.663594470046083
81,Claude-3-5-Sonnet,198,0.7101328903654486,0.6647632890365448,0.5935483870967742
81,GPT-4o-Random,198,0.5705674801528963,0.5,0.9496021220159151
82,GPT-4o,202,0.6848499754058043,0.6061977373339892,0.5119047619047619
82,Claude-3-5-Sonnet,202,0.6767722473604826,0.6124685771744596,0.5476190476190477
82,GPT-4o-Random,202,0.6774725274725274,0.5,0.9479166666666666
83,GPT-4o,200,0.7032855253789034,0.6355914962872546,0.6926406926406926
83,Claude-3-5-Sonnet,200,0.7235250424448217,0.6387945670628183,0.5625
83,GPT-4o-Random,200,0.6021548284118117,0.5,0.9445910290237467
84,GPT-4o,200,0.6079188549068067,0.5686849963958398,0.5953488372093023
84,Claude-3-5-Sonnet,200,0.625623029193368,0.5917505848845488,0.5743589743589743
84,GPT-4o-Random,200,0.5150663942798774,0.5,0.9417989417989417
85,GPT-4o,197,0.5877100840336135,0.5792016806722688,0.5473684210526316
85,Claude-3-5-Sonnet,197,0.5922268907563025,0.5646533613445378,0.4489795918367347
85,GPT-4o-Random,197,0.5932467532467534,0.5,0.9408602150537635
86,GPT-4o,198,0.6596074380165289,0.6068181818181818,0.5833333333333334
86,Claude-3-5-Sonnet,198,0.6240012615643398,0.5636038687973087,0.4779874213836478
86,GPT-4o-Random,198,0.6404288197797954,0.5,0.915068493150685
87,GPT-4o,198,0.5914490527393753,0.556989247311828,0.56
87,Claude-3-5-Sonnet,198,0.6309857635893011,0.6303925798101813,0.543046357615894
87,GPT-4o-Random,198,0.3723132969034609,0.5,0.9606299212598425
88,GPT-4o,199,0.6858896327855549,0.6222864678433759,0.5698324022346368
88,Claude-3-5-Sonnet,199,0.6640608713779446,0.6137690223056077,0.5760869565217391
88,GPT-4o-Random,199,0.592391304347826,0.5,0.9386666666666666
89,GPT-4o,200,0.6371929824561403,0.5681704260651629,0.5492227979274611
89,Claude-3-5-Sonnet,200,0.7033863729090167,0.6390248878008976,0.5379310344827586
89,GPT-4o-Random,200,0.6218039772727273,0.5,0.9361702127659575
90,GPT-4o,202,0.6442118710691823,0.5918828616352201,0.5149700598802395
90,Claude-3-5-Sonnet,202,0.6719551282051283,0.5882478632478633,0.4262295081967213
90,GPT-4o-Random,202,0.5962912087912088,0.5,0.9479166666666666
91,GPT-4o,200,0.6645831232987196,0.6067647948381893,0.6183574879227053
91,Claude-3-5-Sonnet,200,0.6427784455128205,0.6225961538461539,0.5901639344262295
91,GPT-4o-Random,200,0.5014204545454545,0.5,0.9361702127659575
92,GPT-4o,200,0.6581731258264673,0.6244532600956159,0.5979381443298969
92,Claude-3-5-Sonnet,200,0.6458655133353928,0.6351045206466893,0.5548387096774193
92,GPT-4o-Random,200,0.6358084217293475,0.5,0.9556135770234987
93,GPT-4o,201,0.6822927023265062,0.6272121694173792,0.694560669456067
93,Claude-3-5-Sonnet,201,0.6761558219178082,0.5971746575342466,0.49333333333333335
93,GPT-4o-Random,201,0.5502645502645502,0.5,0.9448818897637795
94,GPT-4o,203,0.6333037650305539,0.5725409028188448,0.5027322404371585
94,Claude-3-5-Sonnet,203,0.6534090909090909,0.5875,0.4583333333333333
94,GPT-4o-Random,203,0.49933155080213903,0.5,0.958974358974359
95,GPT-4o,198,0.5888079125455491,0.534773555439875,0.6212765957446809
95,Claude-3-5-Sonnet,198,0.6552966101694915,0.6224576271186442,0.55
95,GPT-4o-Random,198,0.6821332737030411,0.5,0.9297297297297298
96,GPT-4o,202,0.6917855386128874,0.6125922282341367,0.5555555555555556
96,Claude-3-5-Sonnet,202,0.6982677165354331,0.6319685039370079,0.5846153846153846
96,GPT-4o-Random,202,0.6722527472527473,0.5,0.9479166666666666
97,GPT-4o,201,0.6356701236537695,0.6188173115277223,0.6280193236714976
97,Claude-3-5-Sonnet,201,0.6279411764705881,0.5966531440162272,0.5743589743589743
97,GPT-4o-Random,201,0.6006399669694468,0.5,0.9251336898395722
98,GPT-4o,197,0.6096053997923156,0.5510903426791277,0.6098654708520179
98,Claude-3-5-Sonnet,197,0.6158333333333335,0.5904444444444444,0.4444444444444444
98,GPT-4o-Random,197,0.5644677661169415,0.5,0.9380053908355795
99,GPT-4o,200,0.6509273182957394,0.6112781954887219,0.5698324022346368
99,Claude-3-5-Sonnet,200,0.6627656132024593,0.5846726350986948,0.5245901639344263
99,GPT-4o-Random,200,0.5391981613891726,0.5,0.9417989417989417
