target,model,feature,importance
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h0_finite_count,0.017330078408122063
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_euler_area,0.015870725736021996
acc_kimi_vl_a3b,kimi_vl_a3b,claim_numeric_token_count,0.01510760560631752
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_total_persistence,0.01482712384313345
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_arithmetic_rate,0.01406598649919033
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_total_persistence,0.01388896070420742
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h0_p90_persistence,0.013857441022992134
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h1_max_persistence,0.013650436885654926
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_std,0.01346283033490181
acc_kimi_vl_a3b,kimi_vl_a3b,image_width,0.01308132242411375
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_arithmetic_count,0.012874357402324677
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_entropy,0.012242593802511692
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_mean_persistence,0.011982664465904236
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_22,0.011969230137765408
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h0_entropy,0.011843113228678703
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h0_p90_persistence,0.011836065910756588
acc_kimi_vl_a3b,kimi_vl_a3b,caption_word_count,0.011691151186823845
acc_kimi_vl_a3b,kimi_vl_a3b,caption_numeric_token_count,0.01168277207762003
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h1_std_persistence,0.011621475219726562
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_11,0.011597846634685993
acc_kimi_vl_a3b,kimi_vl_a3b,dim_GS,0.011516875587403774
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_type_token_ratio,0.011482654139399529
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h0_p95_persistence,0.011388408951461315
acc_kimi_vl_a3b,kimi_vl_a3b,caption_char_count,0.011282111518085003
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h1_p90_persistence,0.011262740939855576
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_p95_persistence,0.011225583031773567
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_std_persistence,0.011125764809548855
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h0_entropy,0.011123319156467915
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_euler_std,0.01107738632708788
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_02,0.010890656150877476
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_05,0.010856110602617264
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_23,0.010824223980307579
acc_kimi_vl_a3b,kimi_vl_a3b,image_height,0.010702229104936123
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_max_persistence,0.010642295703291893
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_entropy,0.010636442340910435
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_mean,0.010613414458930492
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h0_total_persistence,0.010574222542345524
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h1_p90_persistence,0.010569528676569462
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h1_finite_count,0.010551379062235355
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_interval_count,0.01054756436496973
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_10,0.010525528341531754
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_06,0.01051886286586523
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_mean_persistence,0.010401105508208275
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_math_symbol_count,0.010223114863038063
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_euler_max,0.010121740400791168
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_tfidf_cosine,0.009825557470321655
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h0_betti_change_count,0.009815002791583538
acc_kimi_vl_a3b,kimi_vl_a3b,context_char_count,0.009756093844771385
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h0_mean_persistence,0.009743117727339268
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h0_interval_count,0.009736570529639721
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_mean,0.009629246778786182
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h1_mean_persistence,0.009618038311600685
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_p90,0.009493702091276646
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_04,0.009314396418631077
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h1_betti_area,0.009243722073733807
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h1_total_persistence,0.00919591635465622
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h0_max_persistence,0.00919143483042717
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MCu,0.008966791443526745
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h0_std_persistence,0.00896068662405014
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h1_mean_persistence,0.00880436785519123
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_std,0.00876328069716692
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_mean,0.008681117556989193
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_max_persistence,0.008670992217957973
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_p90_persistence,0.008599786087870598
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_12,0.008579348213970661
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_euler_min,0.008512099273502827
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h0_betti_argmax_threshold,0.008510515093803406
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_euler_area,0.008363020606338978
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_content_jaccard,0.008346380665898323
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h0_betti_change_count,0.008269851095974445
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_21,0.008244676515460014
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h1_betti_argmax_threshold,0.008143679238855839
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_01,0.008140426129102707
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_std,0.00809376873075962
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_p90_persistence,0.008041588589549065
acc_kimi_vl_a3b,kimi_vl_a3b,claim_word_count,0.007907861843705177
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_15,0.007883673533797264
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_token_jaccard,0.0076551279053092
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h0_mean_persistence,0.007639172486960888
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_temporal_rate,0.007638413459062576
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_20,0.0076307267881929874
