target,model,feature,importance
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_interval_count,0.029078561812639236
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_total_persistence,0.026921037584543228
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_p90_persistence,0.022525997832417488
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_total_persistence,0.02180844359099865
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_arithmetic_rate,0.02091108448803425
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_math_symbol_count,0.01963500864803791
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_08,0.019184688106179237
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_p95_persistence,0.018757732585072517
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_uncertainty_rate,0.018579751253128052
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_entropy,0.018435368314385414
acc_kimi_vl_a3b,kimi_vl_a3b,caption_char_count,0.01723461039364338
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_mean_persistence,0.016959508880972862
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_temporal_count,0.016313467174768448
acc_kimi_vl_a3b,kimi_vl_a3b,context_char_count,0.016260536387562752
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_numeric_jaccard,0.015863707289099693
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_finite_count,0.015746084973216057
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_mean_persistence,0.015133370645344257
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_09,0.014780033379793167
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_06,0.01451894361525774
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_11,0.014403503388166428
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_20,0.013724680989980698
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_temporal_rate,0.013396499678492546
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_14,0.01337143499404192
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_02,0.013013556599617004
acc_kimi_vl_a3b,kimi_vl_a3b,image_height,0.012739017605781555
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_std_persistence,0.012709185481071472
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_content_jaccard,0.01266852580010891
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_23,0.012373466975986958
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_22,0.012336754240095615
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_type_token_ratio,0.012329411692917347
acc_kimi_vl_a3b,kimi_vl_a3b,dim_GS,0.012273169122636318
acc_kimi_vl_a3b,kimi_vl_a3b,caption_word_count,0.01226859912276268
acc_kimi_vl_a3b,kimi_vl_a3b,caption_math_symbol_count,0.012036463245749474
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_p95_persistence,0.012015157379209995
acc_kimi_vl_a3b,kimi_vl_a3b,dim_QLl,0.01200549490749836
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_17,0.011985737830400467
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_03,0.011948633007705212
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_comparison_count,0.011694665066897869
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_00,0.011683286167681217
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_std_persistence,0.011568558402359486
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_p90_persistence,0.011490301229059696
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_13,0.01142867561429739
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_04,0.011419271118938923
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_12,0.011417977511882782
acc_kimi_vl_a3b,kimi_vl_a3b,dim_VO,0.011314542032778263
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_p90,0.011303476057946682
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_token_jaccard,0.011245672591030598
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_std,0.0111780920997262
acc_kimi_vl_a3b,kimi_vl_a3b,image_aspect_ratio,0.011005936190485954
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_unique_token_count,0.010914038866758347
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_19,0.010890032164752483
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_token_count,0.010858258232474327
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_05,0.010774482041597366
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_01,0.010637347586452961
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_15,0.010603820905089378
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_trend_rate,0.010510626249015331
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_arithmetic_count,0.01028863899409771
acc_kimi_vl_a3b,kimi_vl_a3b,claim_percent_count,0.010081659071147442
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_max,0.009956423193216324
acc_kimi_vl_a3b,kimi_vl_a3b,claim_math_symbol_count,0.009835206903517246
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_avg_token_length,0.009729539975523949
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_tfidf_cosine,0.00965272169560194
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_mean,0.009527563117444515
acc_kimi_vl_a3b,kimi_vl_a3b,dim_AT,0.009211337193846703
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_16,0.009208775125443935
acc_kimi_vl_a3b,kimi_vl_a3b,claim_word_count,0.009038894437253475
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MCu,0.00855835061520338
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_max_persistence,0.008537204936146736
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_negation_rate,0.008287233300507069
acc_kimi_vl_a3b,kimi_vl_a3b,dim_KNf,0.0072603775188326836
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_21,0.007134818006306887
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_18,0.006893926300108433
acc_kimi_vl_a3b,kimi_vl_a3b,image_width,0.0068841720931231976
acc_kimi_vl_a3b,kimi_vl_a3b,claim_char_count,0.006735704839229584
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_07,0.006613331846892834
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_entropy,0.006295763887465
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_10,0.005804287735372782
acc_kimi_vl_a3b,kimi_vl_a3b,dim_VL,0.005287243518978357
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_negation_count,0.00497587351128459
acc_kimi_vl_a3b,kimi_vl_a3b,dim_AS,0.004143563099205494
acc_kimi_vl_a3b,kimi_vl_a3b,claim_numeric_token_count,0.004021093714982271
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_uncertainty_count,0.003240409307181835
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_max_persistence,0.0022097453474998474
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_superlative_count,0.00129897880833596
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MCr,0.0011008497094735503
acc_kimi_vl_a3b,kimi_vl_a3b,dim_QLq,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,dim_CL,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MA,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,caption_numeric_token_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,caption_percent_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_number_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_percent_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_numeric_overlap_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_percent_overlap_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_comparison_rate,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_superlative_rate,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_trend_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_point_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_essential_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_interval_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_finite_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_essential_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,claim_type_analytical,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,claim_type_direct,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,evidence_kind_single_chart,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,vtype_chart,0.0
acc_pixtral12b,pixtral12b,nlp_tda_token_h0_entropy,0.02546078898012638
acc_pixtral12b,pixtral12b,caption_char_count,0.02301720157265663
acc_pixtral12b,pixtral12b,nlp_claim_svd_17,0.020414121448993683
acc_pixtral12b,pixtral12b,claim_numeric_token_count,0.020275210961699486
acc_pixtral12b,pixtral12b,nlp_tda_token_h0_max_persistence,0.01977180689573288
