target,model,feature,importance
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_arithmetic_rate,0.026373017579317093
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_interval_count,0.025013668462634087
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_total_persistence,0.02371338941156864
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_14,0.022196736186742783
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_entropy,0.019543547183275223
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_math_symbol_count,0.01834835670888424
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_type_token_ratio,0.018088258802890778
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_mean,0.017561962828040123
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_std,0.017303746193647385
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_09,0.017214475199580193
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MCu,0.01720263995230198
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_19,0.016457561403512955
acc_kimi_vl_a3b,kimi_vl_a3b,caption_word_count,0.01636337861418724
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MA,0.01619216427206993
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_16,0.016016127541661263
acc_kimi_vl_a3b,kimi_vl_a3b,context_char_count,0.015993162989616394
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_total_persistence,0.015950215980410576
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_05,0.01591772772371769
acc_kimi_vl_a3b,kimi_vl_a3b,caption_numeric_token_count,0.015743035823106766
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_12,0.015699483454227448
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_tfidf_cosine,0.01565408706665039
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_p90_persistence,0.015474945306777954
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_20,0.015393554233014584
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_mean_persistence,0.015372387133538723
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_15,0.015239284373819828
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_entropy,0.015173180028796196
acc_kimi_vl_a3b,kimi_vl_a3b,image_height,0.014862366952002048
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_superlative_rate,0.0148202208802104
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_04,0.014723015017807484
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_23,0.014154413715004921
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_06,0.014133992604911327
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_11,0.01407685223966837
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_mean_persistence,0.0140164690092206
acc_kimi_vl_a3b,kimi_vl_a3b,caption_char_count,0.013895003125071526
acc_kimi_vl_a3b,kimi_vl_a3b,dim_KNf,0.013857930898666382
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_p95_persistence,0.01385313831269741
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_17,0.013501285575330257
acc_kimi_vl_a3b,kimi_vl_a3b,claim_numeric_token_count,0.01343983132392168
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_std_persistence,0.013334332033991814
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_22,0.013294077478349209
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_02,0.013121159747242928
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_21,0.012892115861177444
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_trend_rate,0.012672330252826214
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_p95_persistence,0.012050104327499866
acc_kimi_vl_a3b,kimi_vl_a3b,dim_GS,0.011972693726420403
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_content_jaccard,0.011842237785458565
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_00,0.011841644532978535
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_07,0.011806556954979897
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_std_persistence,0.01141777727752924
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_percent_count,0.011376867070794106
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_max_persistence,0.011350225657224655
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_token_jaccard,0.011319980956614017
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_comparison_rate,0.01131494902074337
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_10,0.011275634169578552
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_numeric_jaccard,0.011238206177949905
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_01,0.011156369931995869
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_max,0.010896512307226658
acc_kimi_vl_a3b,kimi_vl_a3b,claim_word_count,0.010766694322228432
acc_kimi_vl_a3b,kimi_vl_a3b,caption_math_symbol_count,0.010754785500466824
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_03,0.01069670356810093
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_p90,0.010490251705050468
acc_kimi_vl_a3b,kimi_vl_a3b,dim_QLq,0.010358225554227829
acc_kimi_vl_a3b,kimi_vl_a3b,image_aspect_ratio,0.010206792503595352
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_unique_token_count,0.010103992186486721
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_avg_token_length,0.00979495607316494
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_p90_persistence,0.009627996012568474
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_18,0.009537335485219955
acc_kimi_vl_a3b,kimi_vl_a3b,claim_math_symbol_count,0.008751088753342628
acc_kimi_vl_a3b,kimi_vl_a3b,image_width,0.008618039079010487
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_08,0.008220255374908447
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_13,0.00821172446012497
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_number_count,0.0074152457527816296
acc_kimi_vl_a3b,kimi_vl_a3b,claim_char_count,0.001607476151548326
acc_kimi_vl_a3b,kimi_vl_a3b,dim_CL,0.0001300047879340127
acc_kimi_vl_a3b,kimi_vl_a3b,dim_AS,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,dim_AT,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MCr,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,dim_QLl,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,dim_VO,0.0
