replicate,rows,unique_groups,top1_hit_rate,mean_regret,median_regret
1,123,55,0.35772357723577236,0.3170731707317074,0.2
2,114,59,0.4649122807017544,0.2631578947368421,0.2
3,120,56,0.4166666666666667,0.24833333333333338,0.2
4,128,56,0.4453125,0.27968750000000003,0.2
5,116,54,0.43103448275862066,0.306896551724138,0.2
6,116,54,0.49137931034482757,0.2672413793103448,0.2
7,122,54,0.45901639344262296,0.2475409836065574,0.2
8,116,59,0.5,0.22931034482758622,0.1
9,111,58,0.3963963963963964,0.2720720720720721,0.2
10,114,65,0.42105263157894735,0.2701754385964912,0.2
11,122,51,0.5655737704918032,0.21475409836065573,0.0
12,123,54,0.4146341463414634,0.30406504065040646,0.2
13,108,55,0.5092592592592593,0.22037037037037038,0.0
14,114,55,0.49122807017543857,0.24385964912280703,0.2
15,116,56,0.4224137931034483,0.27758620689655167,0.2
16,120,54,0.49166666666666664,0.24833333333333335,0.2
17,122,62,0.5,0.2278688524590164,0.1
18,126,56,0.40476190476190477,0.28730158730158734,0.2
19,117,55,0.452991452991453,0.2512820512820513,0.2
20,125,60,0.448,0.2576,0.2
21,125,50,0.392,0.288,0.2
22,125,60,0.416,0.26720000000000005,0.2
23,126,58,0.42063492063492064,0.26666666666666666,0.2
24,116,56,0.4224137931034483,0.28448275862068967,0.2
25,120,53,0.44166666666666665,0.255,0.2
26,129,57,0.4883720930232558,0.2589147286821705,0.2
27,125,55,0.456,0.2624000000000001,0.2
28,112,54,0.5,0.2160714285714286,0.1
29,123,55,0.37398373983739835,0.2926829268292683,0.2
30,123,59,0.4878048780487805,0.2682926829268293,0.2
31,123,59,0.4959349593495935,0.24227642276422764,0.2
32,119,58,0.5546218487394958,0.23361344537815126,0.0
33,120,56,0.4666666666666667,0.25666666666666665,0.2
34,122,61,0.4098360655737705,0.2770491803278689,0.2
35,123,56,0.37398373983739835,0.2861788617886179,0.2
36,112,57,0.4732142857142857,0.25178571428571433,0.2
37,115,59,0.4608695652173913,0.26956521739130435,0.2
38,113,57,0.5309734513274337,0.25663716814159293,0.0
39,118,58,0.4406779661016949,0.2779661016949153,0.2
40,119,59,0.44537815126050423,0.27731092436974797,0.2
41,120,52,0.475,0.26666666666666666,0.2
42,116,61,0.5344827586206896,0.2155172413793104,0.0
43,121,53,0.5454545454545454,0.22644628099173555,0.0
44,126,53,0.3968253968253968,0.2761904761904762,0.2
45,121,59,0.4462809917355372,0.2760330578512397,0.2
46,119,61,0.453781512605042,0.26218487394957984,0.2
47,116,60,0.43103448275862066,0.25862068965517243,0.2
48,118,58,0.423728813559322,0.2847457627118644,0.2
49,120,53,0.39166666666666666,0.32166666666666666,0.2
50,121,54,0.45454545454545453,0.2611570247933884,0.2
51,121,55,0.4214876033057851,0.26611570247933886,0.2
52,128,55,0.453125,0.24375000000000002,0.2
53,115,56,0.5391304347826087,0.21391304347826084,0.0
54,121,58,0.3884297520661157,0.343801652892562,0.2
55,120,65,0.5,0.24833333333333338,0.1
56,116,56,0.4224137931034483,0.29137931034482756,0.2
57,121,55,0.5537190082644629,0.19669421487603306,0.0
58,123,65,0.4715447154471545,0.23089430894308943,0.2
59,119,59,0.3949579831932773,0.2890756302521008,0.2
60,121,59,0.3884297520661157,0.2975206611570248,0.2
61,118,58,0.4406779661016949,0.2593220338983051,0.2
62,128,61,0.4140625,0.3125,0.2
63,124,62,0.4274193548387097,0.2725806451612904,0.2
64,123,61,0.3902439024390244,0.3056910569105692,0.2
65,126,55,0.3888888888888889,0.27936507936507926,0.2
66,112,54,0.49107142857142855,0.2553571428571429,0.2
67,123,53,0.3983739837398374,0.3138211382113821,0.2
68,127,53,0.4881889763779528,0.2062992125984252,0.2
69,123,55,0.37398373983739835,0.2943089430894309,0.2
70,120,53,0.3333333333333333,0.33,0.2
71,124,60,0.5080645161290323,0.22419354838709682,0.0
72,116,63,0.3879310344827586,0.25000000000000006,0.2
73,115,53,0.4,0.27304347826086955,0.2
74,118,58,0.4745762711864407,0.24576271186440682,0.2
75,117,55,0.4188034188034188,0.264957264957265,0.2
76,113,57,0.4424778761061947,0.2814159292035398,0.2
77,111,58,0.5225225225225225,0.20720720720720723,0.0
78,129,51,0.43410852713178294,0.2744186046511628,0.2
79,115,59,0.45217391304347826,0.23130434782608697,0.2
80,129,56,0.4496124031007752,0.26046511627906976,0.2
81,114,52,0.39473684210526316,0.2842105263157895,0.2
82,123,52,0.4146341463414634,0.28780487804878047,0.2
83,126,53,0.5079365079365079,0.2396825396825397,0.0
84,125,57,0.496,0.2528,0.2
85,120,59,0.45,0.26,0.2
86,123,60,0.3983739837398374,0.2747967479674797,0.2
87,124,57,0.4596774193548387,0.2903225806451613,0.2
88,117,59,0.5128205128205128,0.23418803418803422,0.0
89,113,52,0.48672566371681414,0.20707964601769913,0.2
90,122,57,0.4262295081967213,0.2852459016393443,0.2
91,125,58,0.504,0.23360000000000006,0.0
92,124,54,0.41935483870967744,0.29677419354838713,0.2
93,113,55,0.5132743362831859,0.23539823008849556,0.0
94,118,52,0.3220338983050847,0.3508474576271186,0.2
95,126,56,0.48412698412698413,0.2619047619047619,0.2
96,120,58,0.425,0.265,0.2
97,127,56,0.4566929133858268,0.2944881889763779,0.2
98,110,50,0.44545454545454544,0.2854545454545454,0.2
99,120,56,0.48333333333333334,0.22666666666666666,0.2
100,120,54,0.49166666666666664,0.26166666666666666,0.2
101,118,55,0.3474576271186441,0.31355932203389836,0.2
102,121,58,0.3884297520661157,0.2958677685950414,0.2
103,119,54,0.4957983193277311,0.2453781512605042,0.2
104,127,51,0.44881889763779526,0.2614173228346457,0.2
105,126,60,0.42063492063492064,0.2698412698412698,0.2
106,115,59,0.5043478260869565,0.24000000000000002,0.0
107,120,59,0.44166666666666665,0.24666666666666667,0.2
108,123,50,0.5121951219512195,0.25040650406504067,0.0
109,119,57,0.42016806722689076,0.2974789915966386,0.2
110,125,55,0.464,0.27840000000000004,0.2
111,127,57,0.4409448818897638,0.2582677165354332,0.2
112,125,55,0.392,0.2800000000000001,0.2
113,114,54,0.47368421052631576,0.22982456140350874,0.2
114,122,61,0.45901639344262296,0.260655737704918,0.2
115,121,58,0.4380165289256198,0.27768595041322314,0.2
116,123,60,0.4146341463414634,0.2829268292682927,0.2
117,126,54,0.46825396825396826,0.261904761904762,0.2
118,117,47,0.4700854700854701,0.23931623931623935,0.2
119,120,62,0.48333333333333334,0.265,0.2
120,122,58,0.45901639344262296,0.259016393442623,0.2
121,121,58,0.48760330578512395,0.2380165289256198,0.2
122,119,59,0.4957983193277311,0.2705882352941177,0.2
123,117,54,0.46153846153846156,0.25470085470085474,0.2
124,126,61,0.40476190476190477,0.28888888888888886,0.2
125,127,55,0.49606299212598426,0.2535433070866142,0.2
126,117,54,0.5299145299145299,0.21367521367521367,0.0
127,115,59,0.5391304347826087,0.21565217391304348,0.0
128,117,58,0.47863247863247865,0.24786324786324787,0.2
129,125,59,0.432,0.2720000000000001,0.2
130,118,58,0.3813559322033898,0.30000000000000004,0.2
131,118,57,0.4745762711864407,0.22372881355932206,0.2
132,126,62,0.4603174603174603,0.22380952380952382,0.2
133,119,58,0.5126050420168067,0.22521008403361345,0.0
134,123,56,0.45528455284552843,0.2552845528455285,0.2
135,124,58,0.4274193548387097,0.32903225806451614,0.2
136,129,59,0.4728682170542636,0.2294573643410853,0.2
137,120,60,0.43333333333333335,0.255,0.2
138,123,58,0.4065040650406504,0.3121951219512195,0.2
139,125,61,0.392,0.27520000000000006,0.2
140,124,57,0.46774193548387094,0.23709677419354838,0.2
141,119,58,0.3865546218487395,0.29915966386554615,0.2
142,117,61,0.4444444444444444,0.2615384615384615,0.2
143,120,59,0.4583333333333333,0.255,0.2
144,119,56,0.46218487394957986,0.280672268907563,0.2
145,122,58,0.4098360655737705,0.25901639344262295,0.2
