candidate_id,kind,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_lambda,reg_alpha,seed,complexity_score,complexity_order,complexity_label,train_top1_hit_rate,validation_top1_hit_rate,top1_hit_rate_gap,train_mean_regret,validation_mean_regret,mean_regret_gap
xgb_n=50_depth=1_lr=0.1_sub=0.8_col=0.8_l2=1.0_l1=0.0,xgboost,50,1,0.1,0.8,0.8,1.0,0.0,215,50.0,49,50 trees d=1,0.610915,0.479675,0.13124,0.161268,0.242276,0.081008
xgb_n=50_depth=1_lr=0.1_sub=0.8_col=0.8_l2=1.0_l1=0.1,xgboost,50,1,0.1,0.8,0.8,1.0,0.1,215,50.0,50,50 trees d=1,0.626761,0.512195,0.114566,0.15,0.243902,0.093902
xgb_n=50_depth=1_lr=0.1_sub=0.8_col=0.8_l2=5.0_l1=0.0,xgboost,50,1,0.1,0.8,0.8,5.0,0.0,215,50.0,51,50 trees d=1,0.614437,0.463415,0.151022,0.155986,0.258537,0.102551
xgb_n=50_depth=1_lr=0.1_sub=0.8_col=0.8_l2=5.0_l1=0.1,xgboost,50,1,0.1,0.8,0.8,5.0,0.1,215,50.0,52,50 trees d=1,0.614437,0.471545,0.142892,0.15493,0.258537,0.103607
xgb_n=50_depth=1_lr=0.1_sub=0.8_col=0.8_l2=10.0_l1=0.0,xgboost,50,1,0.1,0.8,0.8,10.0,0.0,215,50.0,53,50 trees d=1,0.610915,0.471545,0.13937,0.161268,0.245528,0.08426
xgb_n=50_depth=1_lr=0.1_sub=0.8_col=0.8_l2=10.0_l1=0.1,xgboost,50,1,0.1,0.8,0.8,10.0,0.1,215,50.0,54,50 trees d=1,0.607394,0.463415,0.143979,0.160915,0.255285,0.09437
xgb_n=50_depth=1_lr=0.1_sub=0.8_col=1.0_l2=1.0_l1=0.0,xgboost,50,1,0.1,0.8,1.0,1.0,0.0,215,50.0,55,50 trees d=1,0.625,0.479675,0.145325,0.152113,0.260163,0.10805
xgb_n=50_depth=1_lr=0.1_sub=0.8_col=1.0_l2=1.0_l1=0.1,xgboost,50,1,0.1,0.8,1.0,1.0,0.1,215,50.0,56,50 trees d=1,0.614437,0.479675,0.134762,0.158803,0.263415,0.104612
xgb_n=50_depth=1_lr=0.1_sub=0.8_col=1.0_l2=5.0_l1=0.0,xgboost,50,1,0.1,0.8,1.0,5.0,0.0,215,50.0,57,50 trees d=1,0.609155,0.479675,0.12948,0.159859,0.245528,0.085669
xgb_n=50_depth=1_lr=0.1_sub=0.8_col=1.0_l2=5.0_l1=0.1,xgboost,50,1,0.1,0.8,1.0,5.0,0.1,215,50.0,58,50 trees d=1,0.617958,0.463415,0.154543,0.155282,0.265041,0.109759
xgb_n=50_depth=1_lr=0.1_sub=0.8_col=1.0_l2=10.0_l1=0.0,xgboost,50,1,0.1,0.8,1.0,10.0,0.0,215,50.0,59,50 trees d=1,0.621479,0.471545,0.149934,0.157746,0.255285,0.097539
xgb_n=50_depth=1_lr=0.1_sub=0.8_col=1.0_l2=10.0_l1=0.1,xgboost,50,1,0.1,0.8,1.0,10.0,0.1,215,50.0,60,50 trees d=1,0.617958,0.471545,0.146413,0.159859,0.255285,0.095426
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=0.8_l2=1.0_l1=0.0,xgboost,50,1,0.1,1.0,0.8,1.0,0.0,215,50.0,61,50 trees d=1,0.619718,0.479675,0.140043,0.161268,0.265041,0.103773
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=0.8_l2=1.0_l1=0.1,xgboost,50,1,0.1,1.0,0.8,1.0,0.1,215,50.0,62,50 trees d=1,0.614437,0.471545,0.142892,0.162324,0.273171,0.110847
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=0.8_l2=5.0_l1=0.0,xgboost,50,1,0.1,1.0,0.8,5.0,0.0,215,50.0,63,50 trees d=1,0.607394,0.471545,0.135849,0.166549,0.269919,0.10337
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=0.8_l2=5.0_l1=0.1,xgboost,50,1,0.1,1.0,0.8,5.0,0.1,215,50.0,64,50 trees d=1,0.602113,0.471545,0.130568,0.166549,0.269919,0.10337
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=0.8_l2=10.0_l1=0.0,xgboost,50,1,0.1,1.0,0.8,10.0,0.0,215,50.0,65,50 trees d=1,0.605634,0.487805,0.117829,0.163028,0.256911,0.093883
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=0.8_l2=10.0_l1=0.1,xgboost,50,1,0.1,1.0,0.8,10.0,0.1,215,50.0,66,50 trees d=1,0.609155,0.495935,0.11322,0.162324,0.255285,0.092961
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=1.0_l2=1.0_l1=0.0,xgboost,50,1,0.1,1.0,1.0,1.0,0.0,215,50.0,67,50 trees d=1,0.630282,0.479675,0.150607,0.155282,0.266667,0.111385
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=1.0_l2=1.0_l1=0.1,xgboost,50,1,0.1,1.0,1.0,1.0,0.1,215,50.0,68,50 trees d=1,0.610915,0.479675,0.13124,0.167958,0.265041,0.097083
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=1.0_l2=5.0_l1=0.0,xgboost,50,1,0.1,1.0,1.0,5.0,0.0,215,50.0,69,50 trees d=1,0.607394,0.463415,0.143979,0.169718,0.273171,0.103453
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=1.0_l2=5.0_l1=0.1,xgboost,50,1,0.1,1.0,1.0,5.0,0.1,215,50.0,70,50 trees d=1,0.596831,0.471545,0.125286,0.171127,0.273171,0.102044
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=1.0_l2=10.0_l1=0.0,xgboost,50,1,0.1,1.0,1.0,10.0,0.0,215,50.0,71,50 trees d=1,0.609155,0.487805,0.12135,0.16338,0.260163,0.096783
xgb_n=50_depth=1_lr=0.1_sub=1.0_col=1.0_l2=10.0_l1=0.1,xgboost,50,1,0.1,1.0,1.0,10.0,0.1,215,50.0,72,50 trees d=1,0.609155,0.495935,0.11322,0.165141,0.256911,0.09177
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=0.8_l2=1.0_l1=0.0,xgboost,50,2,0.03,0.8,0.8,1.0,0.0,215,100.0,73,50 trees d=2,0.660211,0.479675,0.180536,0.131338,0.265041,0.133703
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=0.8_l2=1.0_l1=0.1,xgboost,50,2,0.03,0.8,0.8,1.0,0.1,215,100.0,74,50 trees d=2,0.65493,0.504065,0.150865,0.135211,0.24878,0.113569
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=0.8_l2=5.0_l1=0.0,xgboost,50,2,0.03,0.8,0.8,5.0,0.0,215,100.0,75,50 trees d=2,0.635563,0.471545,0.164018,0.141549,0.252033,0.110484
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=0.8_l2=5.0_l1=0.1,xgboost,50,2,0.03,0.8,0.8,5.0,0.1,215,100.0,76,50 trees d=2,0.642606,0.463415,0.179191,0.136972,0.255285,0.118313
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=0.8_l2=10.0_l1=0.0,xgboost,50,2,0.03,0.8,0.8,10.0,0.0,215,100.0,77,50 trees d=2,0.632042,0.463415,0.168627,0.144718,0.266667,0.121949
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=0.8_l2=10.0_l1=0.1,xgboost,50,2,0.03,0.8,0.8,10.0,0.1,215,100.0,78,50 trees d=2,0.633803,0.463415,0.170388,0.146479,0.269919,0.12344
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=1.0_l2=1.0_l1=0.0,xgboost,50,2,0.03,0.8,1.0,1.0,0.0,215,100.0,79,50 trees d=2,0.660211,0.471545,0.188666,0.128169,0.261789,0.13362
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=1.0_l2=1.0_l1=0.1,xgboost,50,2,0.03,0.8,1.0,1.0,0.1,215,100.0,80,50 trees d=2,0.653169,0.463415,0.189754,0.133803,0.265041,0.131238
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=1.0_l2=5.0_l1=0.0,xgboost,50,2,0.03,0.8,1.0,5.0,0.0,215,100.0,81,50 trees d=2,0.635563,0.455285,0.180278,0.140845,0.271545,0.1307
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=1.0_l2=5.0_l1=0.1,xgboost,50,2,0.03,0.8,1.0,5.0,0.1,215,100.0,82,50 trees d=2,0.635563,0.455285,0.180278,0.140141,0.268293,0.128152
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=1.0_l2=10.0_l1=0.0,xgboost,50,2,0.03,0.8,1.0,10.0,0.0,215,100.0,83,50 trees d=2,0.632042,0.471545,0.160497,0.14331,0.256911,0.113601
xgb_n=50_depth=2_lr=0.03_sub=0.8_col=1.0_l2=10.0_l1=0.1,xgboost,50,2,0.03,0.8,1.0,10.0,0.1,215,100.0,84,50 trees d=2,0.630282,0.463415,0.166867,0.145423,0.263415,0.117992
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=0.8_l2=1.0_l1=0.0,xgboost,50,2,0.03,1.0,0.8,1.0,0.0,215,100.0,85,50 trees d=2,0.640845,0.471545,0.1693,0.140845,0.273171,0.132326
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=0.8_l2=1.0_l1=0.1,xgboost,50,2,0.03,1.0,0.8,1.0,0.1,215,100.0,86,50 trees d=2,0.628521,0.471545,0.156976,0.146479,0.268293,0.121814
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=0.8_l2=5.0_l1=0.0,xgboost,50,2,0.03,1.0,0.8,5.0,0.0,215,100.0,87,50 trees d=2,0.635563,0.487805,0.147758,0.14331,0.260163,0.116853
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=0.8_l2=5.0_l1=0.1,xgboost,50,2,0.03,1.0,0.8,5.0,0.1,215,100.0,88,50 trees d=2,0.640845,0.487805,0.15304,0.140141,0.247154,0.107013
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=0.8_l2=10.0_l1=0.0,xgboost,50,2,0.03,1.0,0.8,10.0,0.0,215,100.0,89,50 trees d=2,0.632042,0.487805,0.144237,0.144718,0.24878,0.104062
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=0.8_l2=10.0_l1=0.1,xgboost,50,2,0.03,1.0,0.8,10.0,0.1,215,100.0,90,50 trees d=2,0.628521,0.495935,0.132586,0.147183,0.242276,0.095093
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=1.0_l2=1.0_l1=0.0,xgboost,50,2,0.03,1.0,1.0,1.0,0.0,215,100.0,91,50 trees d=2,0.640845,0.471545,0.1693,0.142254,0.269919,0.127665
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=1.0_l2=1.0_l1=0.1,xgboost,50,2,0.03,1.0,1.0,1.0,0.1,215,100.0,92,50 trees d=2,0.647887,0.471545,0.176342,0.137676,0.269919,0.132243
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=1.0_l2=5.0_l1=0.0,xgboost,50,2,0.03,1.0,1.0,5.0,0.0,215,100.0,93,50 trees d=2,0.630282,0.463415,0.166867,0.148592,0.271545,0.122953
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=1.0_l2=5.0_l1=0.1,xgboost,50,2,0.03,1.0,1.0,5.0,0.1,215,100.0,94,50 trees d=2,0.626761,0.479675,0.147086,0.147535,0.266667,0.119132
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=1.0_l2=10.0_l1=0.0,xgboost,50,2,0.03,1.0,1.0,10.0,0.0,215,100.0,95,50 trees d=2,0.628521,0.471545,0.156976,0.145423,0.253659,0.108236
xgb_n=50_depth=2_lr=0.03_sub=1.0_col=1.0_l2=10.0_l1=0.1,xgboost,50,2,0.03,1.0,1.0,10.0,0.1,215,100.0,96,50 trees d=2,0.626761,0.479675,0.147086,0.147183,0.250407,0.103224
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=0.8_l2=1.0_l1=0.0,xgboost,50,2,0.05,0.8,0.8,1.0,0.0,215,100.0,97,50 trees d=2,0.690141,0.504065,0.186076,0.111268,0.247154,0.135886
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=0.8_l2=1.0_l1=0.1,xgboost,50,2,0.05,0.8,0.8,1.0,0.1,215,100.0,98,50 trees d=2,0.693662,0.495935,0.197727,0.110563,0.252033,0.14147
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=0.8_l2=5.0_l1=0.0,xgboost,50,2,0.05,0.8,0.8,5.0,0.0,215,100.0,99,50 trees d=2,0.669014,0.463415,0.205599,0.12007,0.266667,0.146597
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=0.8_l2=5.0_l1=0.1,xgboost,50,2,0.05,0.8,0.8,5.0,0.1,215,100.0,100,50 trees d=2,0.677817,0.455285,0.222532,0.117958,0.265041,0.147083
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=0.8_l2=10.0_l1=0.0,xgboost,50,2,0.05,0.8,0.8,10.0,0.0,215,100.0,101,50 trees d=2,0.676056,0.479675,0.196381,0.11831,0.247154,0.128844
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=0.8_l2=10.0_l1=0.1,xgboost,50,2,0.05,0.8,0.8,10.0,0.1,215,100.0,102,50 trees d=2,0.679577,0.479675,0.199902,0.118662,0.250407,0.131745
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=1.0_l2=1.0_l1=0.0,xgboost,50,2,0.05,0.8,1.0,1.0,0.0,215,100.0,103,50 trees d=2,0.690141,0.422764,0.267377,0.110915,0.279675,0.16876
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=1.0_l2=1.0_l1=0.1,xgboost,50,2,0.05,0.8,1.0,1.0,0.1,215,100.0,104,50 trees d=2,0.691901,0.471545,0.220356,0.11162,0.256911,0.145291
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=1.0_l2=5.0_l1=0.0,xgboost,50,2,0.05,0.8,1.0,5.0,0.0,215,100.0,105,50 trees d=2,0.677817,0.455285,0.222532,0.116197,0.268293,0.152096
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=1.0_l2=5.0_l1=0.1,xgboost,50,2,0.05,0.8,1.0,5.0,0.1,215,100.0,106,50 trees d=2,0.681338,0.479675,0.201663,0.113732,0.261789,0.148057
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=1.0_l2=10.0_l1=0.0,xgboost,50,2,0.05,0.8,1.0,10.0,0.0,215,100.0,107,50 trees d=2,0.670775,0.487805,0.18297,0.12007,0.261789,0.141719
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=1.0_l2=10.0_l1=0.1,xgboost,50,2,0.05,0.8,1.0,10.0,0.1,215,100.0,108,50 trees d=2,0.670775,0.471545,0.19923,0.12007,0.266667,0.146597
xgb_n=50_depth=2_lr=0.05_sub=1.0_col=0.8_l2=1.0_l1=0.0,xgboost,50,2,0.05,1.0,0.8,1.0,0.0,215,100.0,109,50 trees d=2,0.683099,0.479675,0.203424,0.11338,0.269919,0.156539
xgb_n=50_depth=2_lr=0.05_sub=1.0_col=0.8_l2=1.0_l1=0.1,xgboost,50,2,0.05,1.0,0.8,1.0,0.1,215,100.0,110,50 trees d=2,0.679577,0.504065,0.175512,0.116197,0.258537,0.14234
xgb_n=50_depth=2_lr=0.05_sub=1.0_col=0.8_l2=5.0_l1=0.0,xgboost,50,2,0.05,1.0,0.8,5.0,0.0,215,100.0,111,50 trees d=2,0.676056,0.487805,0.188251,0.122887,0.263415,0.140528
xgb_n=50_depth=2_lr=0.05_sub=1.0_col=0.8_l2=5.0_l1=0.1,xgboost,50,2,0.05,1.0,0.8,5.0,0.1,215,100.0,112,50 trees d=2,0.667254,0.495935,0.171319,0.121479,0.263415,0.141936
