candidate_id,kind,hidden_layer_sizes,hidden_layer_count,max_hidden_width,activation,alpha,optimizer,seed,input_dim,output_dim,parameter_count,complexity_score,complexity_order,complexity_label,train_top1_hit_rate,validation_top1_hit_rate,top1_hit_rate_gap,train_mean_regret,validation_mean_regret,mean_regret_gap,fit_seconds
mlp_layers=32x16_act=relu_alpha=0.001,torch_mlp,"(32, 16)",2,32,relu,0.001,torch_lbfgs,215,30,3,1571,1571.0,50,torch mlp 32x16 relu a=0.001,0.957746,0.479675,0.478071,0.010211,0.274797,0.264586,0.140251
mlp_layers=32x16_act=relu_alpha=0.01,torch_mlp,"(32, 16)",2,32,relu,0.01,torch_lbfgs,215,30,3,1571,1571.0,51,torch mlp 32x16 relu a=0.01,0.943662,0.495935,0.447727,0.013028,0.242276,0.229248,0.140881
mlp_layers=32x16_act=relu_alpha=0.1,torch_mlp,"(32, 16)",2,32,relu,0.1,torch_lbfgs,215,30,3,1571,1571.0,52,torch mlp 32x16 relu a=0.1,0.941901,0.495935,0.445966,0.012324,0.269919,0.257595,0.140207
mlp_layers=32x16_act=tanh_alpha=0.0001,torch_mlp,"(32, 16)",2,32,tanh,0.0001,torch_lbfgs,215,30,3,1571,1571.0,53,torch mlp 32x16 tanh a=0.0001,1.0,0.414634,0.585366,0.0,0.284553,0.284553,0.155859
mlp_layers=32x16_act=tanh_alpha=0.001,torch_mlp,"(32, 16)",2,32,tanh,0.001,torch_lbfgs,215,30,3,1571,1571.0,54,torch mlp 32x16 tanh a=0.001,0.994718,0.455285,0.539433,0.001056,0.282927,0.281871,0.157543
mlp_layers=32x16_act=tanh_alpha=0.01,torch_mlp,"(32, 16)",2,32,tanh,0.01,torch_lbfgs,215,30,3,1571,1571.0,55,torch mlp 32x16 tanh a=0.01,0.984155,0.406504,0.577651,0.003169,0.305691,0.302522,0.156616
mlp_layers=32x16_act=tanh_alpha=0.1,torch_mlp,"(32, 16)",2,32,tanh,0.1,torch_lbfgs,215,30,3,1571,1571.0,56,torch mlp 32x16 tanh a=0.1,0.977113,0.398374,0.578739,0.004577,0.310569,0.305992,0.156621
mlp_layers=32x32_act=relu_alpha=0.0001,torch_mlp,"(32, 32)",2,32,relu,0.0001,torch_lbfgs,215,30,3,2147,2147.0,57,torch mlp 32x32 relu a=0.0001,0.992958,0.447154,0.545804,0.001408,0.258537,0.257129,0.182589
mlp_layers=32x32_act=relu_alpha=0.001,torch_mlp,"(32, 32)",2,32,relu,0.001,torch_lbfgs,215,30,3,2147,2147.0,58,torch mlp 32x32 relu a=0.001,1.0,0.430894,0.569106,0.0,0.276423,0.276423,0.18204
mlp_layers=32x32_act=relu_alpha=0.01,torch_mlp,"(32, 32)",2,32,relu,0.01,torch_lbfgs,215,30,3,2147,2147.0,59,torch mlp 32x32 relu a=0.01,0.992958,0.495935,0.497023,0.001408,0.255285,0.253877,0.18162
mlp_layers=32x32_act=relu_alpha=0.1,torch_mlp,"(32, 32)",2,32,relu,0.1,torch_lbfgs,215,30,3,2147,2147.0,60,torch mlp 32x32 relu a=0.1,0.989437,0.406504,0.582933,0.002113,0.318699,0.316586,0.181527
mlp_layers=32x32_act=tanh_alpha=0.0001,torch_mlp,"(32, 32)",2,32,tanh,0.0001,torch_lbfgs,215,30,3,2147,2147.0,61,torch mlp 32x32 tanh a=0.0001,1.0,0.447154,0.552846,0.0,0.292683,0.292683,0.201526
mlp_layers=32x32_act=tanh_alpha=0.001,torch_mlp,"(32, 32)",2,32,tanh,0.001,torch_lbfgs,215,30,3,2147,2147.0,62,torch mlp 32x32 tanh a=0.001,1.0,0.430894,0.569106,0.0,0.273171,0.273171,0.201181
mlp_layers=32x32_act=tanh_alpha=0.01,torch_mlp,"(32, 32)",2,32,tanh,0.01,torch_lbfgs,215,30,3,2147,2147.0,63,torch mlp 32x32 tanh a=0.01,0.998239,0.455285,0.542954,0.000352,0.279675,0.279323,0.201253
mlp_layers=32x32_act=tanh_alpha=0.1,torch_mlp,"(32, 32)",2,32,tanh,0.1,torch_lbfgs,215,30,3,2147,2147.0,64,torch mlp 32x32 tanh a=0.1,0.998239,0.463415,0.534824,0.000352,0.263415,0.263063,0.200887
mlp_layers=64x32_act=relu_alpha=0.0001,torch_mlp,"(64, 32)",2,64,relu,0.0001,torch_lbfgs,215,30,3,4163,4163.0,65,torch mlp 64x32 relu a=0.0001,1.0,0.495935,0.504065,0.0,0.250407,0.250407,0.189573
mlp_layers=64x32_act=relu_alpha=0.001,torch_mlp,"(64, 32)",2,64,relu,0.001,torch_lbfgs,215,30,3,4163,4163.0,66,torch mlp 64x32 relu a=0.001,1.0,0.439024,0.560976,0.0,0.260163,0.260163,0.222053
mlp_layers=64x32_act=relu_alpha=0.01,torch_mlp,"(64, 32)",2,64,relu,0.01,torch_lbfgs,215,30,3,4163,4163.0,67,torch mlp 64x32 relu a=0.01,1.0,0.422764,0.577236,0.0,0.294309,0.294309,0.232591
mlp_layers=64x32_act=relu_alpha=0.1,torch_mlp,"(64, 32)",2,64,relu,0.1,torch_lbfgs,215,30,3,4163,4163.0,68,torch mlp 64x32 relu a=0.1,1.0,0.455285,0.544715,0.0,0.256911,0.256911,0.238128
mlp_layers=64x32_act=tanh_alpha=0.0001,torch_mlp,"(64, 32)",2,64,tanh,0.0001,torch_lbfgs,215,30,3,4163,4163.0,69,torch mlp 64x32 tanh a=0.0001,1.0,0.455285,0.544715,0.0,0.282927,0.282927,0.31241
mlp_layers=64x32_act=tanh_alpha=0.001,torch_mlp,"(64, 32)",2,64,tanh,0.001,torch_lbfgs,215,30,3,4163,4163.0,70,torch mlp 64x32 tanh a=0.001,1.0,0.479675,0.520325,0.0,0.265041,0.265041,0.256738
mlp_layers=64x32_act=tanh_alpha=0.01,torch_mlp,"(64, 32)",2,64,tanh,0.01,torch_lbfgs,215,30,3,4163,4163.0,71,torch mlp 64x32 tanh a=0.01,1.0,0.495935,0.504065,0.0,0.265041,0.265041,0.258989
mlp_layers=64x32_act=tanh_alpha=0.1,torch_mlp,"(64, 32)",2,64,tanh,0.1,torch_lbfgs,215,30,3,4163,4163.0,72,torch mlp 64x32 tanh a=0.1,1.0,0.455285,0.544715,0.0,0.282927,0.282927,0.252447
