replicate,rows,unique_groups,top1_hit_rate,mean_regret,median_regret
1,123,55,0.3170731707317073,0.39837398373983746,0.4
2,114,59,0.37719298245614036,0.3526315789473684,0.30000000000000004
3,120,56,0.3333333333333333,0.37,0.4
4,128,56,0.2734375,0.39375000000000004,0.4
5,116,54,0.3103448275862069,0.39999999999999997,0.4
6,116,54,0.33620689655172414,0.3431034482758621,0.30000000000000004
7,122,54,0.38524590163934425,0.32950819672131143,0.2
8,116,59,0.3793103448275862,0.3672413793103449,0.30000000000000004
9,111,58,0.36036036036036034,0.3711711711711712,0.2
10,114,65,0.37719298245614036,0.3368421052631579,0.2
11,122,51,0.36885245901639346,0.32950819672131154,0.30000000000000004
12,123,54,0.3983739837398374,0.3528455284552845,0.4
13,108,55,0.37962962962962965,0.3388888888888889,0.4
14,114,55,0.34210526315789475,0.36315789473684207,0.2
15,116,56,0.4396551724137931,0.33793103448275863,0.4
16,120,54,0.3416666666666667,0.32166666666666666,0.2
17,122,62,0.39344262295081966,0.33114754098360655,0.2
18,126,56,0.42857142857142855,0.3222222222222223,0.2
19,117,55,0.36752136752136755,0.370940170940171,0.2
20,125,60,0.328,0.37600000000000006,0.4
21,125,50,0.296,0.3776,0.4
22,125,60,0.384,0.33759999999999996,0.2
23,126,58,0.3888888888888889,0.34920634920634924,0.2
24,116,56,0.41379310344827586,0.2948275862068966,0.2
25,120,53,0.3,0.39333333333333337,0.4
26,129,57,0.4108527131782946,0.3457364341085271,0.4
27,125,55,0.344,0.37120000000000003,0.4
28,112,54,0.42857142857142855,0.28750000000000003,0.2
29,123,55,0.3333333333333333,0.37886178861788616,0.4
30,123,59,0.45528455284552843,0.32195121951219513,0.2
31,123,59,0.3170731707317073,0.3772357723577236,0.4
32,119,58,0.37815126050420167,0.3596638655462185,0.4
33,120,56,0.35833333333333334,0.3416666666666667,0.4
34,122,61,0.3114754098360656,0.37213114754098364,0.4
35,123,56,0.2926829268292683,0.36422764227642285,0.2
36,112,57,0.41964285714285715,0.3446428571428571,0.30000000000000004
37,115,59,0.3739130434782609,0.34956521739130436,0.2
38,113,57,0.34513274336283184,0.36283185840707965,0.4
39,118,58,0.3983050847457627,0.33898305084745767,0.2
40,119,59,0.36134453781512604,0.36134453781512604,0.4
41,120,52,0.375,0.37000000000000005,0.30000000000000004
42,116,61,0.3793103448275862,0.346551724137931,0.4
43,121,53,0.3884297520661157,0.3322314049586777,0.2
44,126,53,0.3968253968253968,0.33015873015873015,0.2
45,121,59,0.3140495867768595,0.3851239669421488,0.4
46,119,61,0.35294117647058826,0.34957983193277314,0.4
47,116,60,0.3620689655172414,0.3206896551724138,0.2
48,118,58,0.4152542372881356,0.3372881355932203,0.2
49,120,53,0.39166666666666666,0.30500000000000005,0.2
50,121,54,0.4049586776859504,0.32561983471074385,0.2
51,121,55,0.38016528925619836,0.3173553719008264,0.2
52,128,55,0.375,0.36875,0.4
53,115,56,0.2782608695652174,0.3808695652173913,0.4
54,121,58,0.34710743801652894,0.371900826446281,0.4
55,120,65,0.38333333333333336,0.3266666666666667,0.2
56,116,56,0.3793103448275862,0.343103448275862,0.2
57,121,55,0.36363636363636365,0.34214876033057856,0.4
58,123,65,0.3902439024390244,0.32032520325203245,0.2
59,119,59,0.35294117647058826,0.32605042016806735,0.2
60,121,59,0.36363636363636365,0.33884297520661155,0.2
61,118,58,0.3813559322033898,0.3101694915254238,0.2
62,128,61,0.3515625,0.36875,0.4
63,124,62,0.3870967741935484,0.3387096774193548,0.2
64,123,61,0.35772357723577236,0.34959349593495936,0.2
65,126,55,0.3412698412698413,0.3555555555555555,0.4
66,112,54,0.38392857142857145,0.3392857142857143,0.4
67,123,53,0.3170731707317073,0.38699186991869916,0.4
68,127,53,0.3779527559055118,0.3275590551181102,0.2
69,123,55,0.3252032520325203,0.37886178861788616,0.4
70,120,53,0.3416666666666667,0.38499999999999995,0.4
71,124,60,0.31451612903225806,0.37741935483870964,0.30000000000000004
72,116,63,0.31896551724137934,0.360344827586207,0.2
73,115,53,0.3217391304347826,0.33739130434782605,0.2
74,118,58,0.3559322033898305,0.376271186440678,0.4
75,117,55,0.37606837606837606,0.34700854700854694,0.4
76,113,57,0.4690265486725664,0.2920353982300885,0.2
77,111,58,0.40540540540540543,0.32612612612612607,0.2
78,129,51,0.35658914728682173,0.32403100775193794,0.2
79,115,59,0.4260869565217391,0.30782608695652164,0.2
80,129,56,0.3875968992248062,0.3689922480620155,0.4
81,114,52,0.34210526315789475,0.3333333333333333,0.2
82,123,52,0.36585365853658536,0.34959349593495936,0.2
83,126,53,0.42857142857142855,0.29682539682539677,0.2
84,125,57,0.36,0.368,0.4
85,120,59,0.35,0.3333333333333333,0.2
86,123,60,0.37398373983739835,0.3463414634146342,0.2
87,124,57,0.3709677419354839,0.37741935483870964,0.4
88,117,59,0.36752136752136755,0.36410256410256414,0.4
89,113,52,0.415929203539823,0.3008849557522124,0.2
90,122,57,0.3114754098360656,0.3508196721311476,0.2
91,125,58,0.336,0.3632,0.4
92,124,54,0.3709677419354839,0.3548387096774194,0.4
93,113,55,0.4424778761061947,0.2831858407079646,0.2
94,118,52,0.3135593220338983,0.3932203389830509,0.4
95,126,56,0.3888888888888889,0.34285714285714286,0.2
96,120,58,0.3333333333333333,0.36000000000000004,0.2
97,127,56,0.36220472440944884,0.34330708661417325,0.2
98,110,50,0.3090909090909091,0.3727272727272727,0.4
99,120,56,0.35,0.35,0.2
100,120,54,0.31666666666666665,0.38833333333333336,0.4
101,118,55,0.3644067796610169,0.3203389830508475,0.2
102,121,58,0.32231404958677684,0.3537190082644628,0.2
103,119,54,0.3865546218487395,0.3781512605042016,0.4
104,127,51,0.36220472440944884,0.3322834645669291,0.2
105,126,60,0.31746031746031744,0.3857142857142858,0.4
106,115,59,0.30434782608695654,0.40869565217391296,0.4
107,120,59,0.3333333333333333,0.33999999999999997,0.4
108,123,50,0.34146341463414637,0.3934959349593496,0.4
109,119,57,0.35294117647058826,0.3747899159663865,0.4
110,125,55,0.336,0.3728,0.4
111,127,57,0.36220472440944884,0.33700787401574805,0.2
112,125,55,0.296,0.40159999999999996,0.4
113,114,54,0.35964912280701755,0.34210526315789475,0.2
114,122,61,0.3770491803278688,0.35573770491803275,0.4
115,121,58,0.36363636363636365,0.3652892561983471,0.4
116,123,60,0.3170731707317073,0.3772357723577236,0.4
117,126,54,0.3333333333333333,0.3412698412698413,0.2
118,117,47,0.38461538461538464,0.3213675213675214,0.2
119,120,62,0.3416666666666667,0.3633333333333333,0.4
120,122,58,0.36065573770491804,0.3852459016393443,0.4
121,121,58,0.33884297520661155,0.3685950413223141,0.4
122,119,59,0.3697478991596639,0.36806722689075627,0.4
123,117,54,0.38461538461538464,0.32307692307692304,0.2
124,126,61,0.2619047619047619,0.4079365079365079,0.4
125,127,55,0.33070866141732286,0.37795275590551175,0.4
126,117,54,0.4017094017094017,0.3094017094017094,0.2
127,115,59,0.3565217391304348,0.37565217391304345,0.4
128,117,58,0.37606837606837606,0.3299145299145299,0.2
129,125,59,0.368,0.35040000000000004,0.2
130,118,58,0.3050847457627119,0.3491525423728815,0.2
131,118,57,0.423728813559322,0.3406779661016949,0.2
132,126,62,0.3412698412698413,0.35873015873015873,0.4
133,119,58,0.33613445378151263,0.3630252100840336,0.2
134,123,56,0.3252032520325203,0.38048780487804884,0.4
135,124,58,0.31451612903225806,0.4016129032258065,0.4
136,129,59,0.3798449612403101,0.32248062015503876,0.2
137,120,60,0.325,0.35666666666666663,0.4
138,123,58,0.2845528455284553,0.4130081300813008,0.4
139,125,61,0.36,0.37760000000000005,0.4
140,124,57,0.3629032258064516,0.37419354838709673,0.4
141,119,58,0.31932773109243695,0.3495798319327732,0.2
142,117,61,0.37606837606837606,0.32649572649572645,0.2
143,120,59,0.375,0.3716666666666667,0.4
144,119,56,0.36134453781512604,0.3764705882352941,0.4
145,122,58,0.3114754098360656,0.3754098360655738,0.4
146,127,53,0.4094488188976378,0.34173228346456686,0.2
147,119,59,0.37815126050420167,0.3210084033613445,0.2
148,125,60,0.352,0.3696,0.4
149,123,57,0.3983739837398374,0.3252032520325203,0.2
150,120,57,0.31666666666666665,0.35500000000000004,0.2
151,122,62,0.3442622950819672,0.34754098360655744,0.30000000000000004
152,123,59,0.34146341463414637,0.3707317073170731,0.4
153,122,57,0.28688524590163933,0.3885245901639345,0.4
154,119,60,0.3949579831932773,0.3243697478991597,0.2
155,116,52,0.49137931034482757,0.253448275862069,0.2
156,122,59,0.36885245901639346,0.339344262295082,0.2
157,124,54,0.3629032258064516,0.3677419354838709,0.4
158,124,60,0.4032258064516129,0.33548387096774196,0.30000000000000004
159,127,59,0.2755905511811024,0.38425196850393706,0.4
160,117,62,0.36752136752136755,0.36068376068376073,0.4
161,124,51,0.3548387096774194,0.3870967741935484,0.4
162,123,56,0.34146341463414637,0.35934959349593504,0.4
163,123,54,0.3821138211382114,0.3463414634146341,0.2
164,121,63,0.4214876033057851,0.34214876033057856,0.2
165,129,54,0.40310077519379844,0.35348837209302325,0.2
166,121,56,0.39669421487603307,0.35371900826446284,0.2
167,121,58,0.3884297520661157,0.34545454545454546,0.4
168,118,59,0.3644067796610169,0.33220338983050846,0.2
169,123,59,0.3821138211382114,0.3723577235772358,0.4
170,117,56,0.39316239316239315,0.36068376068376073,0.4
171,119,54,0.3697478991596639,0.33949579831932775,0.2
172,119,59,0.3277310924369748,0.3663865546218487,0.4
173,119,54,0.3949579831932773,0.3243697478991597,0.2
174,126,54,0.3492063492063492,0.37460317460317455,0.4
175,127,60,0.4094488188976378,0.33070866141732275,0.2
176,117,55,0.3076923076923077,0.3846153846153847,0.4
177,125,53,0.344,0.3904,0.4
178,119,57,0.3277310924369748,0.3445378151260504,0.2
179,119,54,0.3025210084033613,0.36302521008403366,0.4
180,119,59,0.42016806722689076,0.3075630252100841,0.2
181,118,62,0.3898305084745763,0.33389830508474583,0.2
182,125,60,0.376,0.35520000000000007,0.2
183,116,57,0.3793103448275862,0.33965517241379317,0.4
184,122,59,0.28688524590163933,0.4016393442622951,0.4
185,112,55,0.4017857142857143,0.3232142857142857,0.2
186,118,60,0.4406779661016949,0.3135593220338983,0.2
187,120,56,0.3333333333333333,0.3883333333333334,0.4
188,123,60,0.3821138211382114,0.33983739837398386,0.2
189,114,56,0.38596491228070173,0.3052631578947369,0.2
190,114,54,0.39473684210526316,0.34561403508771926,0.4
191,119,60,0.3025210084033613,0.38151260504201684,0.2
192,119,57,0.37815126050420167,0.33613445378151263,0.2
193,122,55,0.3442622950819672,0.3639344262295081,0.4
194,120,56,0.4166666666666667,0.305,0.2
195,119,54,0.36134453781512604,0.3563025210084034,0.4
196,118,53,0.3474576271186441,0.3559322033898305,0.2
197,116,54,0.3879310344827586,0.3362068965517241,0.2
198,125,56,0.296,0.36,0.2
199,125,59,0.304,0.38560000000000005,0.4
200,115,57,0.33043478260869563,0.3565217391304348,0.4
201,118,57,0.423728813559322,0.311864406779661,0.2
202,123,60,0.3983739837398374,0.3365853658536585,0.4
203,118,57,0.3474576271186441,0.39322033898305075,0.4
204,116,63,0.3275862068965517,0.36724137931034484,0.4
205,118,55,0.23728813559322035,0.4457627118644068,0.4
206,110,55,0.4727272727272727,0.26909090909090905,0.2
207,118,53,0.2966101694915254,0.3762711864406779,0.4
208,116,55,0.3620689655172414,0.36724137931034484,0.2
209,123,58,0.3252032520325203,0.367479674796748,0.4
210,110,60,0.34545454545454546,0.3454545454545454,0.2
211,123,55,0.3821138211382114,0.32682926829268294,0.2
212,110,54,0.3181818181818182,0.34,0.2
213,120,60,0.3416666666666667,0.32333333333333336,0.2
214,114,63,0.32456140350877194,0.35263157894736846,0.4
215,124,58,0.3548387096774194,0.34354838709677415,0.2
216,122,61,0.3524590163934426,0.34754098360655744,0.4
217,118,55,0.3220338983050847,0.3474576271186441,0.2
218,133,55,0.2781954887218045,0.4270676691729324,0.4
219,119,57,0.3949579831932773,0.3310924369747899,0.2
220,122,60,0.3360655737704918,0.35573770491803275,0.2
221,124,59,0.25806451612903225,0.36935483870967745,0.4
222,121,61,0.3140495867768595,0.35702479338842974,0.4
223,130,54,0.3384615384615385,0.36923076923076925,0.4
224,126,57,0.3253968253968254,0.373015873015873,0.4
225,125,60,0.32,0.3984,0.4
226,124,58,0.3790322580645161,0.35161290322580646,0.2
227,117,61,0.3504273504273504,0.34358974358974353,0.2
