target,model,feature,coefficient,abs_coefficient
acc_kimi_vl_a3b,kimi_vl_a3b,claim_char_count,0.054051644604785634,0.054051644604785634
acc_kimi_vl_a3b,kimi_vl_a3b,dim_QLl,-0.04582799499946643,0.04582799499946643
acc_kimi_vl_a3b,kimi_vl_a3b,caption_math_symbol_count,0.04532486547062927,0.04532486547062927
acc_kimi_vl_a3b,kimi_vl_a3b,image_height,0.045038635912295254,0.045038635912295254
acc_kimi_vl_a3b,kimi_vl_a3b,caption_word_count,-0.039743719019375345,0.039743719019375345
acc_kimi_vl_a3b,kimi_vl_a3b,context_char_count,-0.039007499484767685,0.039007499484767685
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MCu,0.036539516170107034,0.036539516170107034
acc_kimi_vl_a3b,kimi_vl_a3b,dim_GS,0.02713606959653462,0.02713606959653462
acc_kimi_vl_a3b,kimi_vl_a3b,claim_math_symbol_count,-0.0229288476234151,0.0229288476234151
acc_kimi_vl_a3b,kimi_vl_a3b,image_width,-0.020992517651798905,0.020992517651798905
acc_kimi_vl_a3b,kimi_vl_a3b,image_aspect_ratio,0.020914773617770704,0.020914773617770704
acc_kimi_vl_a3b,kimi_vl_a3b,dim_AS,-0.019486671907717246,0.019486671907717246
acc_kimi_vl_a3b,kimi_vl_a3b,caption_percent_count,-0.017269815049131134,0.017269815049131134
acc_kimi_vl_a3b,kimi_vl_a3b,dim_AT,0.016283459638535943,0.016283459638535943
acc_kimi_vl_a3b,kimi_vl_a3b,dim_QLq,-0.012810453244030755,0.012810453244030755
acc_kimi_vl_a3b,kimi_vl_a3b,claim_word_count,-0.011944547566604662,0.011944547566604662
acc_kimi_vl_a3b,kimi_vl_a3b,caption_char_count,-0.008750613769549881,0.008750613769549881
acc_kimi_vl_a3b,kimi_vl_a3b,dim_VO,0.008716656521025785,0.008716656521025785
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MA,0.00821048111673079,0.00821048111673079
acc_kimi_vl_a3b,kimi_vl_a3b,dim_VL,-0.007151932963095685,0.007151932963095685
acc_kimi_vl_a3b,kimi_vl_a3b,caption_numeric_token_count,-0.0063145329632662535,0.0063145329632662535
acc_kimi_vl_a3b,kimi_vl_a3b,dim_CL,0.005950315674034613,0.005950315674034613
acc_kimi_vl_a3b,kimi_vl_a3b,claim_type_direct,0.004266112642899598,0.004266112642899598
acc_kimi_vl_a3b,kimi_vl_a3b,claim_type_analytical,-0.0042661126428990255,0.0042661126428990255
acc_kimi_vl_a3b,kimi_vl_a3b,dim_KNf,-0.004136505948712602,0.004136505948712602
