target,model,feature,coefficient,abs_coefficient
acc_kimi_vl_a3b,kimi_vl_a3b,context_char_count,-0.032612883769077096,0.032612883769077096
acc_kimi_vl_a3b,kimi_vl_a3b,dim_QLl,-0.030609951907886904,0.030609951907886904
acc_kimi_vl_a3b,kimi_vl_a3b,image_height,0.028292612982916545,0.028292612982916545
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h0_mean_persistence,0.02822489586598331,0.02822489586598331
acc_kimi_vl_a3b,kimi_vl_a3b,caption_math_symbol_count,0.027610687555367084,0.027610687555367084
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h0_betti_change_count,0.02666287281263294,0.02666287281263294
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MCu,0.026100997347748994,0.026100997347748994
acc_kimi_vl_a3b,kimi_vl_a3b,claim_char_count,0.025368375242599783,0.025368375242599783
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_std,0.025325639832175933,0.025325639832175933
acc_kimi_vl_a3b,kimi_vl_a3b,dim_GS,0.024712162200248168,0.024712162200248168
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h1_finite_count,0.0244241850585182,0.0244241850585182
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h1_interval_count,0.024424185058518174,0.024424185058518174
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h1_entropy,0.022135146674295475,0.022135146674295475
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h1_betti_argmax_threshold,-0.021932750766835266,0.021932750766835266
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h0_p90_persistence,-0.01906000413748725,0.01906000413748725
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h0_betti_std,-0.01870389763929755,0.01870389763929755
acc_kimi_vl_a3b,kimi_vl_a3b,caption_word_count,-0.018060923532623483,0.018060923532623483
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h1_mean_persistence,0.018014964925200126,0.018014964925200126
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_euler_min,0.01757053701200382,0.01757053701200382
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_mean,-0.017302806002780117,0.017302806002780117
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h0_total_persistence,-0.017133580083443428,0.017133580083443428
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h0_std_persistence,-0.017106943873587844,0.017106943873587844
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_euler_max,0.01540563126354767,0.01540563126354767
acc_kimi_vl_a3b,kimi_vl_a3b,tda_edge_h0_p90_persistence,0.01527072174733791,0.01527072174733791
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_euler_max,0.014929658211033387,0.014929658211033387
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_mean,0.01465515922859248,0.01465515922859248
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h0_entropy,-0.01456885186237742,0.01456885186237742
acc_kimi_vl_a3b,kimi_vl_a3b,claim_math_symbol_count,-0.014420613791852572,0.014420613791852572
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h1_p90_persistence,0.014242018363712286,0.014242018363712286
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h1_max_persistence,0.013896682882775159,0.013896682882775159
acc_kimi_vl_a3b,kimi_vl_a3b,tda_gray_h1_betti_std,0.01381400857470933,0.01381400857470933
