target,model,feature,importance
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_token_count,0.04085318371653557
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_temporal_count,0.0315699502825737
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_arithmetic_rate,0.02622753195464611
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_mean_persistence,0.025552228093147278
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_total_persistence,0.02283654920756817
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_type_token_ratio,0.01928742602467537
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_total_persistence,0.01903618685901165
acc_kimi_vl_a3b,kimi_vl_a3b,image_height,0.018929103389382362
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_p90_persistence,0.017150474712252617
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_mean_persistence,0.017052125185728073
acc_kimi_vl_a3b,kimi_vl_a3b,claim_percent_count,0.016829432919621468
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_std,0.016698144376277924
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_entropy,0.016598818823695183
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_23,0.015406336635351181
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_06,0.014782512560486794
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_11,0.014758175238966942
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_21,0.014623971655964851
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_19,0.01451270841062069
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_08,0.014295971021056175
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_02,0.014146636240184307
acc_kimi_vl_a3b,kimi_vl_a3b,context_char_count,0.01398185919970274
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_numeric_jaccard,0.013378084637224674
acc_kimi_vl_a3b,kimi_vl_a3b,caption_numeric_token_count,0.013323417864739895
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_12,0.01330307126045227
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_09,0.01314255315810442
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_17,0.012874148786067963
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_content_jaccard,0.012807761318981647
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_p95_persistence,0.012699821032583714
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_22,0.012659956701099873
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_std_persistence,0.012442206032574177
acc_kimi_vl_a3b,kimi_vl_a3b,caption_char_count,0.01230254303663969
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_mean,0.012178730219602585
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_14,0.012171650305390358
acc_kimi_vl_a3b,kimi_vl_a3b,image_aspect_ratio,0.012144642882049084
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_math_symbol_count,0.01205478236079216
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_temporal_rate,0.011884559877216816
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_std_persistence,0.011734068393707275
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_max,0.011643749661743641
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_uncertainty_rate,0.011632859706878662
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_trend_rate,0.011490044184029102
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_00,0.011231367476284504
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_15,0.011174710467457771
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_16,0.01097401138395071
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_unique_token_count,0.010758630000054836
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_04,0.010755873285233974
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_01,0.010636160150170326
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_token_jaccard,0.010622339323163033
acc_kimi_vl_a3b,kimi_vl_a3b,image_width,0.010192549787461758
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_05,0.010125101543962955
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_comparison_rate,0.009931810200214386
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_10,0.009894776158034801
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_max_persistence,0.009802334941923618
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_tfidf_cosine,0.009780812077224255
acc_kimi_vl_a3b,kimi_vl_a3b,caption_word_count,0.009680492803454399
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_20,0.009671464562416077
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_finite_count,0.009634464979171753
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_numeric_overlap_count,0.009393556043505669
acc_kimi_vl_a3b,kimi_vl_a3b,dim_GS,0.009329586289823055
acc_kimi_vl_a3b,kimi_vl_a3b,claim_math_symbol_count,0.00925968587398529
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_03,0.009255257435142994
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_18,0.009238354861736298
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_13,0.009228195995092392
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_distance_p90,0.008966343477368355
acc_kimi_vl_a3b,kimi_vl_a3b,claim_char_count,0.00881700124591589
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_interval_count,0.008549009449779987
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_p90_persistence,0.008359866216778755
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_avg_token_length,0.00804488081485033
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MCu,0.0077014463022351265
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_comparison_count,0.0076250554993748665
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_svd_07,0.007487296126782894
acc_kimi_vl_a3b,kimi_vl_a3b,claim_numeric_token_count,0.006782253738492727
acc_kimi_vl_a3b,kimi_vl_a3b,caption_math_symbol_count,0.006722767371684313
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MA,0.0065361447632312775
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_entropy,0.006373981945216656
acc_kimi_vl_a3b,kimi_vl_a3b,dim_CL,0.005997732747346163
acc_kimi_vl_a3b,kimi_vl_a3b,dim_QLq,0.005375436507165432
acc_kimi_vl_a3b,kimi_vl_a3b,dim_AT,0.005239408928900957
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_max_persistence,0.004418742377310991
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_superlative_rate,0.004221150651574135
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_trend_count,0.0040000020526349545
acc_kimi_vl_a3b,kimi_vl_a3b,dim_VL,0.003870229469612241
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_negation_rate,0.002899013226851821
acc_kimi_vl_a3b,kimi_vl_a3b,dim_MCr,0.0027333800680935383
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_interval_count,0.0022551598958671093
acc_kimi_vl_a3b,kimi_vl_a3b,dim_KNf,0.0020708872471004725
acc_kimi_vl_a3b,kimi_vl_a3b,claim_word_count,0.0017085317522287369
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_superlative_count,0.0009544537751935422
acc_kimi_vl_a3b,kimi_vl_a3b,dim_QLl,0.0007068932754918933
acc_kimi_vl_a3b,kimi_vl_a3b,dim_VO,1.345111923001241e-05
acc_kimi_vl_a3b,kimi_vl_a3b,dim_AS,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,caption_percent_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_number_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_percent_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_claim_caption_percent_overlap_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_negation_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_uncertainty_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_cue_arithmetic_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_point_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h0_essential_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_finite_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_essential_count,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,nlp_tda_token_h1_p95_persistence,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,claim_type_analytical,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,claim_type_direct,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,evidence_kind_single_chart,0.0
acc_kimi_vl_a3b,kimi_vl_a3b,vtype_chart,0.0
acc_pixtral12b,pixtral12b,nlp_tda_token_h1_p95_persistence,0.0429740734398365
acc_pixtral12b,pixtral12b,nlp_cue_uncertainty_rate,0.03334542736411095
acc_pixtral12b,pixtral12b,nlp_claim_caption_content_jaccard,0.027340304106473923
acc_pixtral12b,pixtral12b,nlp_tda_token_h1_total_persistence,0.023437319323420525
acc_pixtral12b,pixtral12b,nlp_claim_svd_17,0.021886086091399193
acc_pixtral12b,pixtral12b,nlp_cue_comparison_rate,0.02037731185555458
acc_pixtral12b,pixtral12b,caption_word_count,0.01916930079460144
acc_pixtral12b,pixtral12b,nlp_tda_token_h1_std_persistence,0.018053829669952393
