replicate,rows,unique_groups,top1_hit_rate,mean_regret,median_regret
1,123,55,0.44715447154471544,0.3089430894308943,0.2
2,114,59,0.49122807017543857,0.2771929824561403,0.2
3,120,56,0.49166666666666664,0.24500000000000002,0.2
4,128,56,0.421875,0.3171875,0.2
5,116,54,0.4827586206896552,0.3051724137931035,0.2
6,116,54,0.5517241379310345,0.25000000000000006,0.0
7,122,54,0.47540983606557374,0.2852459016393443,0.2
8,116,59,0.5086206896551724,0.25689655172413794,0.0
9,111,58,0.3963963963963964,0.33693693693693694,0.2
10,114,65,0.5,0.2631578947368421,0.1
11,122,51,0.47540983606557374,0.2819672131147541,0.2
12,123,54,0.5284552845528455,0.2617886178861789,0.0
13,108,55,0.46296296296296297,0.2574074074074074,0.2
14,114,55,0.4824561403508772,0.2842105263157895,0.2
15,116,56,0.5431034482758621,0.2551724137931034,0.0
16,120,54,0.49166666666666664,0.26,0.2
17,122,62,0.4098360655737705,0.2918032786885246,0.2
18,126,56,0.5238095238095238,0.26507936507936514,0.0
19,117,55,0.4444444444444444,0.2888888888888889,0.2
20,125,60,0.424,0.3024,0.2
21,125,50,0.424,0.29599999999999993,0.2
22,125,60,0.512,0.24799999999999997,0.0
23,126,58,0.48412698412698413,0.28253968253968254,0.2
24,116,56,0.5086206896551724,0.26724137931034486,0.0
25,120,53,0.4166666666666667,0.2816666666666667,0.2
26,129,57,0.5271317829457365,0.27286821705426356,0.0
27,125,55,0.496,0.2784000000000001,0.2
28,112,54,0.5178571428571429,0.22500000000000003,0.0
29,123,55,0.45528455284552843,0.2731707317073171,0.2
30,123,59,0.4715447154471545,0.29430894308943084,0.2
31,123,59,0.4065040650406504,0.31544715447154476,0.2
32,119,58,0.47058823529411764,0.29411764705882354,0.2
33,120,56,0.49166666666666664,0.255,0.2
34,122,61,0.45081967213114754,0.2983606557377049,0.2
35,123,56,0.4634146341463415,0.28455284552845533,0.2
36,112,57,0.4642857142857143,0.28750000000000003,0.2
37,115,59,0.45217391304347826,0.28347826086956524,0.2
38,113,57,0.49557522123893805,0.2920353982300885,0.2
39,118,58,0.4576271186440678,0.3050847457627119,0.2
40,119,59,0.5042016806722689,0.28403361344537814,0.0
41,120,52,0.525,0.26166666666666666,0.0
42,116,61,0.5086206896551724,0.2431034482758621,0.0
43,121,53,0.512396694214876,0.25950413223140495,0.0
44,126,53,0.4603174603174603,0.2952380952380952,0.2
45,121,59,0.3884297520661157,0.32727272727272727,0.2
46,119,61,0.4957983193277311,0.2689075630252101,0.2
47,116,60,0.5086206896551724,0.2379310344827586,0.0
48,118,58,0.4661016949152542,0.2983050847457627,0.2
49,120,53,0.4583333333333333,0.305,0.2
50,121,54,0.4628099173553719,0.2776859504132232,0.2
51,121,55,0.47107438016528924,0.2677685950413223,0.2
52,128,55,0.4296875,0.2953125,0.2
53,115,56,0.45217391304347826,0.2695652173913044,0.2
54,121,58,0.4793388429752066,0.3239669421487603,0.2
55,120,65,0.4666666666666667,0.28666666666666674,0.2
56,116,56,0.43103448275862066,0.33275862068965517,0.2
