candidate_id,kind,hidden_layer_sizes,hidden_layer_count,max_hidden_width,activation,alpha,optimizer,seed,input_dim,output_dim,parameter_count,complexity_score,complexity_order,complexity_label,train_top1_hit_rate,validation_top1_hit_rate,top1_hit_rate_gap,train_mean_regret,validation_mean_regret,mean_regret_gap,fit_seconds
mlp_layers=64_act=relu_alpha=0.0001,torch_mlp,"(64,)",1,64,relu,0.0001,torch_lbfgs,215,187,3,12227,12227.0,25,torch mlp 64 relu a=0.0001,1.0,0.447154,0.552846,0.0,0.300813,0.300813,0.066266
mlp_layers=64_act=relu_alpha=0.001,torch_mlp,"(64,)",1,64,relu,0.001,torch_lbfgs,215,187,3,12227,12227.0,26,torch mlp 64 relu a=0.001,1.0,0.447154,0.552846,0.0,0.299187,0.299187,0.063436
mlp_layers=64_act=relu_alpha=0.01,torch_mlp,"(64,)",1,64,relu,0.01,torch_lbfgs,215,187,3,12227,12227.0,27,torch mlp 64 relu a=0.01,1.0,0.447154,0.552846,0.0,0.291057,0.291057,0.314905
mlp_layers=64_act=relu_alpha=0.1,torch_mlp,"(64,)",1,64,relu,0.1,torch_lbfgs,215,187,3,12227,12227.0,28,torch mlp 64 relu a=0.1,1.0,0.463415,0.536585,0.0,0.284553,0.284553,0.313623
mlp_layers=64_act=tanh_alpha=0.0001,torch_mlp,"(64,)",1,64,tanh,0.0001,torch_lbfgs,215,187,3,12227,12227.0,29,torch mlp 64 tanh a=0.0001,1.0,0.455285,0.544715,0.0,0.287805,0.287805,0.100625
mlp_layers=64_act=tanh_alpha=0.001,torch_mlp,"(64,)",1,64,tanh,0.001,torch_lbfgs,215,187,3,12227,12227.0,30,torch mlp 64 tanh a=0.001,1.0,0.455285,0.544715,0.0,0.287805,0.287805,0.101563
mlp_layers=64_act=tanh_alpha=0.01,torch_mlp,"(64,)",1,64,tanh,0.01,torch_lbfgs,215,187,3,12227,12227.0,31,torch mlp 64 tanh a=0.01,1.0,0.471545,0.528455,0.0,0.279675,0.279675,0.312694
mlp_layers=64_act=tanh_alpha=0.1,torch_mlp,"(64,)",1,64,tanh,0.1,torch_lbfgs,215,187,3,12227,12227.0,32,torch mlp 64 tanh a=0.1,1.0,0.447154,0.552846,0.0,0.291057,0.291057,0.324093
mlp_layers=8x8_act=relu_alpha=0.0001,torch_mlp,"(8, 8)",2,8,relu,0.0001,torch_lbfgs,215,187,3,1603,1603.0,33,torch mlp 8x8 relu a=0.0001,0.897887,0.439024,0.458863,0.027465,0.274797,0.247332,0.144638
mlp_layers=8x8_act=relu_alpha=0.001,torch_mlp,"(8, 8)",2,8,relu,0.001,torch_lbfgs,215,187,3,1603,1603.0,34,torch mlp 8x8 relu a=0.001,0.901408,0.487805,0.413603,0.026056,0.250407,0.224351,0.144714
mlp_layers=8x8_act=relu_alpha=0.01,torch_mlp,"(8, 8)",2,8,relu,0.01,torch_lbfgs,215,187,3,1603,1603.0,35,torch mlp 8x8 relu a=0.01,0.908451,0.504065,0.404386,0.025704,0.271545,0.245841,0.144709
mlp_layers=8x8_act=relu_alpha=0.1,torch_mlp,"(8, 8)",2,8,relu,0.1,torch_lbfgs,215,187,3,1603,1603.0,36,torch mlp 8x8 relu a=0.1,0.899648,0.479675,0.419973,0.028169,0.266667,0.238498,0.144722
mlp_layers=8x8_act=tanh_alpha=0.0001,torch_mlp,"(8, 8)",2,8,tanh,0.0001,torch_lbfgs,215,187,3,1603,1603.0,37,torch mlp 8x8 tanh a=0.0001,0.855634,0.447154,0.40848,0.044718,0.269919,0.225201,0.158958
mlp_layers=8x8_act=tanh_alpha=0.001,torch_mlp,"(8, 8)",2,8,tanh,0.001,torch_lbfgs,215,187,3,1603,1603.0,38,torch mlp 8x8 tanh a=0.001,0.862676,0.430894,0.431782,0.040493,0.279675,0.239182,0.159406
mlp_layers=8x8_act=tanh_alpha=0.01,torch_mlp,"(8, 8)",2,8,tanh,0.01,torch_lbfgs,215,187,3,1603,1603.0,39,torch mlp 8x8 tanh a=0.01,0.890845,0.487805,0.40304,0.032394,0.265041,0.232647,0.159373
mlp_layers=8x8_act=tanh_alpha=0.1,torch_mlp,"(8, 8)",2,8,tanh,0.1,torch_lbfgs,215,187,3,1603,1603.0,40,torch mlp 8x8 tanh a=0.1,0.933099,0.479675,0.453424,0.016549,0.279675,0.263126,0.159129
mlp_layers=16x16_act=relu_alpha=0.0001,torch_mlp,"(16, 16)",2,16,relu,0.0001,torch_lbfgs,215,187,3,3331,3331.0,41,torch mlp 16x16 relu a=0.0001,0.996479,0.430894,0.565585,0.000704,0.304065,0.303361,0.197028
mlp_layers=16x16_act=relu_alpha=0.001,torch_mlp,"(16, 16)",2,16,relu,0.001,torch_lbfgs,215,187,3,3331,3331.0,42,torch mlp 16x16 relu a=0.001,0.996479,0.430894,0.565585,0.000704,0.308943,0.308239,0.197284
mlp_layers=16x16_act=relu_alpha=0.01,torch_mlp,"(16, 16)",2,16,relu,0.01,torch_lbfgs,215,187,3,3331,3331.0,43,torch mlp 16x16 relu a=0.01,1.0,0.479675,0.520325,0.0,0.274797,0.274797,0.197527
mlp_layers=16x16_act=relu_alpha=0.1,torch_mlp,"(16, 16)",2,16,relu,0.1,torch_lbfgs,215,187,3,3331,3331.0,44,torch mlp 16x16 relu a=0.1,0.998239,0.365854,0.632385,0.000352,0.346341,0.345989,0.196854
mlp_layers=16x16_act=tanh_alpha=0.0001,torch_mlp,"(16, 16)",2,16,tanh,0.0001,torch_lbfgs,215,187,3,3331,3331.0,45,torch mlp 16x16 tanh a=0.0001,1.0,0.471545,0.528455,0.0,0.279675,0.279675,0.213863
mlp_layers=16x16_act=tanh_alpha=0.001,torch_mlp,"(16, 16)",2,16,tanh,0.001,torch_lbfgs,215,187,3,3331,3331.0,46,torch mlp 16x16 tanh a=0.001,1.0,0.495935,0.504065,0.0,0.269919,0.269919,0.210416
mlp_layers=16x16_act=tanh_alpha=0.01,torch_mlp,"(16, 16)",2,16,tanh,0.01,torch_lbfgs,215,187,3,3331,3331.0,47,torch mlp 16x16 tanh a=0.01,1.0,0.471545,0.528455,0.0,0.268293,0.268293,0.211085
mlp_layers=16x16_act=tanh_alpha=0.1,torch_mlp,"(16, 16)",2,16,tanh,0.1,torch_lbfgs,215,187,3,3331,3331.0,48,torch mlp 16x16 tanh a=0.1,1.0,0.520325,0.479675,0.0,0.242276,0.242276,0.211423
mlp_layers=32x16_act=relu_alpha=0.0001,torch_mlp,"(32, 16)",2,32,relu,0.0001,torch_lbfgs,215,187,3,6595,6595.0,49,torch mlp 32x16 relu a=0.0001,1.0,0.373984,0.626016,0.0,0.328455,0.328455,0.238292
mlp_layers=32x16_act=relu_alpha=0.001,torch_mlp,"(32, 16)",2,32,relu,0.001,torch_lbfgs,215,187,3,6595,6595.0,50,torch mlp 32x16 relu a=0.001,1.0,0.414634,0.585366,0.0,0.305691,0.305691,0.144375
mlp_layers=32x16_act=relu_alpha=0.01,torch_mlp,"(32, 16)",2,32,relu,0.01,torch_lbfgs,215,187,3,6595,6595.0,51,torch mlp 32x16 relu a=0.01,1.0,0.479675,0.520325,0.0,0.268293,0.268293,0.234149
mlp_layers=32x16_act=relu_alpha=0.1,torch_mlp,"(32, 16)",2,32,relu,0.1,torch_lbfgs,215,187,3,6595,6595.0,52,torch mlp 32x16 relu a=0.1,1.0,0.422764,0.577236,0.0,0.310569,0.310569,0.234602
mlp_layers=32x16_act=tanh_alpha=0.0001,torch_mlp,"(32, 16)",2,32,tanh,0.0001,torch_lbfgs,215,187,3,6595,6595.0,53,torch mlp 32x16 tanh a=0.0001,1.0,0.455285,0.544715,0.0,0.260163,0.260163,0.108859
mlp_layers=32x16_act=tanh_alpha=0.001,torch_mlp,"(32, 16)",2,32,tanh,0.001,torch_lbfgs,215,187,3,6595,6595.0,54,torch mlp 32x16 tanh a=0.001,1.0,0.455285,0.544715,0.0,0.260163,0.260163,0.113587
mlp_layers=32x16_act=tanh_alpha=0.01,torch_mlp,"(32, 16)",2,32,tanh,0.01,torch_lbfgs,215,187,3,6595,6595.0,55,torch mlp 32x16 tanh a=0.01,1.0,0.479675,0.520325,0.0,0.263415,0.263415,0.250411
mlp_layers=32x16_act=tanh_alpha=0.1,torch_mlp,"(32, 16)",2,32,tanh,0.1,torch_lbfgs,215,187,3,6595,6595.0,56,torch mlp 32x16 tanh a=0.1,1.0,0.479675,0.520325,0.0,0.279675,0.279675,0.251251
mlp_layers=32x32_act=relu_alpha=0.0001,torch_mlp,"(32, 32)",2,32,relu,0.0001,torch_lbfgs,215,187,3,7171,7171.0,57,torch mlp 32x32 relu a=0.0001,1.0,0.455285,0.544715,0.0,0.310569,0.310569,0.086644
mlp_layers=32x32_act=relu_alpha=0.001,torch_mlp,"(32, 32)",2,32,relu,0.001,torch_lbfgs,215,187,3,7171,7171.0,58,torch mlp 32x32 relu a=0.001,1.0,0.455285,0.544715,0.0,0.307317,0.307317,0.107861
mlp_layers=32x32_act=relu_alpha=0.01,torch_mlp,"(32, 32)",2,32,relu,0.01,torch_lbfgs,215,187,3,7171,7171.0,59,torch mlp 32x32 relu a=0.01,1.0,0.422764,0.577236,0.0,0.307317,0.307317,0.237345
mlp_layers=32x32_act=relu_alpha=0.1,torch_mlp,"(32, 32)",2,32,relu,0.1,torch_lbfgs,215,187,3,7171,7171.0,60,torch mlp 32x32 relu a=0.1,1.0,0.414634,0.585366,0.0,0.312195,0.312195,0.237627
mlp_layers=32x32_act=tanh_alpha=0.0001,torch_mlp,"(32, 32)",2,32,tanh,0.0001,torch_lbfgs,215,187,3,7171,7171.0,61,torch mlp 32x32 tanh a=0.0001,1.0,0.422764,0.577236,0.0,0.305691,0.305691,0.103818
mlp_layers=32x32_act=tanh_alpha=0.001,torch_mlp,"(32, 32)",2,32,tanh,0.001,torch_lbfgs,215,187,3,7171,7171.0,62,torch mlp 32x32 tanh a=0.001,1.0,0.414634,0.585366,0.0,0.310569,0.310569,0.104553
mlp_layers=32x32_act=tanh_alpha=0.01,torch_mlp,"(32, 32)",2,32,tanh,0.01,torch_lbfgs,215,187,3,7171,7171.0,63,torch mlp 32x32 tanh a=0.01,1.0,0.439024,0.560976,0.0,0.292683,0.292683,0.259511
mlp_layers=32x32_act=tanh_alpha=0.1,torch_mlp,"(32, 32)",2,32,tanh,0.1,torch_lbfgs,215,187,3,7171,7171.0,64,torch mlp 32x32 tanh a=0.1,1.0,0.455285,0.544715,0.0,0.286179,0.286179,0.258532
mlp_layers=64x32_act=relu_alpha=0.0001,torch_mlp,"(64, 32)",2,64,relu,0.0001,torch_lbfgs,215,187,3,14211,14211.0,65,torch mlp 64x32 relu a=0.0001,1.0,0.487805,0.512195,0.0,0.252033,0.252033,0.077844
mlp_layers=64x32_act=relu_alpha=0.001,torch_mlp,"(64, 32)",2,64,relu,0.001,torch_lbfgs,215,187,3,14211,14211.0,66,torch mlp 64x32 relu a=0.001,1.0,0.463415,0.536585,0.0,0.281301,0.281301,0.076796
mlp_layers=64x32_act=relu_alpha=0.01,torch_mlp,"(64, 32)",2,64,relu,0.01,torch_lbfgs,215,187,3,14211,14211.0,67,torch mlp 64x32 relu a=0.01,1.0,0.471545,0.528455,0.0,0.284553,0.284553,0.35226
mlp_layers=64x32_act=relu_alpha=0.1,torch_mlp,"(64, 32)",2,64,relu,0.1,torch_lbfgs,215,187,3,14211,14211.0,68,torch mlp 64x32 relu a=0.1,1.0,0.463415,0.536585,0.0,0.278049,0.278049,0.364539
mlp_layers=64x32_act=tanh_alpha=0.0001,torch_mlp,"(64, 32)",2,64,tanh,0.0001,torch_lbfgs,215,187,3,14211,14211.0,69,torch mlp 64x32 tanh a=0.0001,1.0,0.406504,0.593496,0.0,0.333333,0.333333,0.114615
mlp_layers=64x32_act=tanh_alpha=0.001,torch_mlp,"(64, 32)",2,64,tanh,0.001,torch_lbfgs,215,187,3,14211,14211.0,70,torch mlp 64x32 tanh a=0.001,1.0,0.406504,0.593496,0.0,0.333333,0.333333,0.115805
mlp_layers=64x32_act=tanh_alpha=0.01,torch_mlp,"(64, 32)",2,64,tanh,0.01,torch_lbfgs,215,187,3,14211,14211.0,71,torch mlp 64x32 tanh a=0.01,1.0,0.447154,0.552846,0.0,0.310569,0.310569,0.373591
mlp_layers=64x32_act=tanh_alpha=0.1,torch_mlp,"(64, 32)",2,64,tanh,0.1,torch_lbfgs,215,187,3,14211,14211.0,72,torch mlp 64x32 tanh a=0.1,1.0,0.439024,0.560976,0.0,0.313821,0.313821,0.367626
