replicate,rows,unique_groups,top1_hit_rate,mean_regret,median_regret
1,123,55,0.4065040650406504,0.30406504065040646,0.2
2,114,59,0.40350877192982454,0.2964912280701754,0.2
3,120,56,0.45,0.26,0.2
4,128,56,0.4609375,0.28437500000000004,0.2
5,116,54,0.5431034482758621,0.2620689655172414,0.0
6,116,54,0.4827586206896552,0.2655172413793104,0.2
7,122,54,0.4426229508196721,0.23114754098360657,0.2
8,116,59,0.4827586206896552,0.2603448275862069,0.2
9,111,58,0.3153153153153153,0.33873873873873883,0.2
10,114,65,0.47368421052631576,0.2578947368421053,0.2
11,122,51,0.4918032786885246,0.2688524590163935,0.2
12,123,54,0.4796747967479675,0.29105691056910565,0.2
13,108,55,0.5277777777777778,0.24814814814814815,0.0
14,114,55,0.4824561403508772,0.2526315789473684,0.2
15,116,56,0.46551724137931033,0.26724137931034486,0.2
16,120,54,0.475,0.2783333333333333,0.2
17,122,62,0.47540983606557374,0.26065573770491807,0.2
18,126,56,0.38095238095238093,0.3158730158730159,0.2
19,117,55,0.48717948717948717,0.24786324786324787,0.2
20,125,60,0.456,0.2496,0.2
21,125,50,0.392,0.2864,0.2
22,125,60,0.496,0.2512,0.2
23,126,58,0.42063492063492064,0.2698412698412699,0.2
24,116,56,0.5172413793103449,0.253448275862069,0.0
25,120,53,0.4166666666666667,0.2916666666666667,0.2
26,129,57,0.49612403100775193,0.2589147286821706,0.2
27,125,55,0.408,0.3071999999999999,0.2
28,112,54,0.49107142857142855,0.23750000000000002,0.2
29,123,55,0.3983739837398374,0.3008130081300813,0.2
30,123,59,0.4634146341463415,0.2861788617886179,0.2
31,123,59,0.5203252032520326,0.25365853658536586,0.0
32,119,58,0.5126050420168067,0.27563025210084036,0.0
33,120,56,0.44166666666666665,0.2966666666666667,0.2
34,122,61,0.45081967213114754,0.28688524590163933,0.2
35,123,56,0.4146341463414634,0.28292682926829277,0.2
36,112,57,0.4642857142857143,0.28750000000000003,0.2
37,115,59,0.4260869565217391,0.2904347826086957,0.2
38,113,57,0.4336283185840708,0.2938053097345133,0.2
39,118,58,0.4491525423728814,0.3,0.2
