candidate_id,kind,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_lambda,reg_alpha,seed,n_jobs,complexity_score,complexity_order,complexity_label,train_top1_hit_rate,validation_top1_hit_rate,top1_hit_rate_gap,train_mean_regret,validation_mean_regret,mean_regret_gap
xgb_n=50_depth=3_lr=0.03_sub=1.0_col=1.0_l2=10.0_l1=0.1,xgboost,50,3,0.03,1.0,1.0,10.0,0.1,215,4,150.0,168,50 trees d=3,0.760563,0.495935,0.264628,0.075,0.253659,0.178659
