replicate,rows,unique_groups,top1_hit_rate,mean_regret,median_regret
1,123,55,0.43089430894308944,0.31056910569105695,0.2
2,114,59,0.45614035087719296,0.29122807017543856,0.2
3,120,56,0.375,0.31833333333333336,0.2
4,128,56,0.4140625,0.3515625,0.2
5,116,54,0.4224137931034483,0.3724137931034483,0.2
6,116,54,0.3879310344827586,0.32241379310344837,0.2
7,122,54,0.36885245901639346,0.3065573770491803,0.2
8,116,59,0.39655172413793105,0.3396551724137932,0.2
9,111,58,0.38738738738738737,0.31351351351351353,0.2
10,114,65,0.42105263157894735,0.30000000000000004,0.2
11,122,51,0.4262295081967213,0.3180327868852459,0.2
12,123,54,0.37398373983739835,0.3788617886178863,0.2
13,108,55,0.4537037037037037,0.2907407407407408,0.2
14,114,55,0.3333333333333333,0.36842105263157887,0.30000000000000004
15,116,56,0.4224137931034483,0.3379310344827586,0.2
16,120,54,0.39166666666666666,0.31500000000000006,0.2
17,122,62,0.5163934426229508,0.24426229508196723,0.0
18,126,56,0.42063492063492064,0.27936507936507937,0.2
19,117,55,0.41025641025641024,0.33162393162393167,0.2
20,125,60,0.44,0.29280000000000006,0.2
21,125,50,0.352,0.32959999999999995,0.2
22,125,60,0.48,0.272,0.2
23,126,58,0.4523809523809524,0.28253968253968254,0.2
24,116,56,0.4396551724137931,0.31379310344827593,0.2
25,120,53,0.43333333333333335,0.28500000000000003,0.2
26,129,57,0.40310077519379844,0.33488372093023255,0.2
27,125,55,0.424,0.32,0.2
28,112,54,0.41964285714285715,0.2696428571428572,0.2
29,123,55,0.42276422764227645,0.3008130081300813,0.2
30,123,59,0.5040650406504065,0.3105691056910569,0.0
31,123,59,0.43902439024390244,0.3268292682926829,0.2
32,119,58,0.4369747899159664,0.3428571428571429,0.2
33,120,56,0.4166666666666667,0.325,0.2
34,122,61,0.36885245901639346,0.38032786885245895,0.4
35,123,56,0.36585365853658536,0.34308943089430893,0.2
36,112,57,0.5,0.2910714285714286,0.1
37,115,59,0.3652173913043478,0.3513043478260869,0.2
38,113,57,0.4336283185840708,0.34336283185840705,0.2
39,118,58,0.4830508474576271,0.29152542372881357,0.2
40,119,59,0.47058823529411764,0.28235294117647053,0.2
41,120,52,0.49166666666666664,0.29,0.2
42,116,61,0.5258620689655172,0.2603448275862069,0.0
43,121,53,0.5371900826446281,0.2694214876033058,0.0
44,126,53,0.42063492063492064,0.3079365079365079,0.2
45,121,59,0.45454545454545453,0.2991735537190083,0.2
46,119,61,0.42857142857142855,0.3210084033613446,0.2
47,116,60,0.39655172413793105,0.3068965517241379,0.2
48,118,58,0.3135593220338983,0.39152542372881355,0.4
49,120,53,0.3416666666666667,0.3516666666666667,0.2
50,121,54,0.45454545454545453,0.30578512396694213,0.2
51,121,55,0.4132231404958678,0.2809917355371901,0.2
52,128,55,0.390625,0.2921875,0.2
53,115,56,0.43478260869565216,0.31652173913043474,0.2
54,121,58,0.4132231404958678,0.3669421487603306,0.2
55,120,65,0.4166666666666667,0.3333333333333333,0.2
56,116,56,0.4396551724137931,0.3103448275862069,0.2
57,121,55,0.38016528925619836,0.3024793388429752,0.2
58,123,65,0.42276422764227645,0.26341463414634153,0.2
59,119,59,0.4369747899159664,0.2907563025210084,0.2
60,121,59,0.4462809917355372,0.2859504132231406,0.2
61,118,58,0.4406779661016949,0.3,0.2
62,128,61,0.421875,0.3625,0.2
63,124,62,0.43548387096774194,0.33387096774193553,0.2
64,123,61,0.37398373983739835,0.3382113821138211,0.2
65,126,55,0.31746031746031744,0.365079365079365,0.4
66,112,54,0.4732142857142857,0.27142857142857146,0.2
67,123,53,0.3902439024390244,0.34146341463414626,0.2
68,127,53,0.5590551181102362,0.2299212598425197,0.0
69,123,55,0.3983739837398374,0.32357723577235775,0.2
70,120,53,0.38333333333333336,0.3333333333333333,0.2
71,124,60,0.47580645161290325,0.27580645161290324,0.2
72,116,63,0.43103448275862066,0.28448275862068967,0.2
73,115,53,0.3826086956521739,0.3373913043478261,0.2
74,118,58,0.4152542372881356,0.3237288135593221,0.2
75,117,55,0.37606837606837606,0.35384615384615375,0.2
76,113,57,0.3274336283185841,0.384070796460177,0.4
77,111,58,0.4954954954954955,0.24864864864864863,0.2
78,129,51,0.4573643410852713,0.31472868217054273,0.2
79,115,59,0.41739130434782606,0.311304347826087,0.2
80,129,56,0.4806201550387597,0.29147286821705426,0.2
81,114,52,0.3684210526315789,0.3333333333333333,0.2
82,123,52,0.43902439024390244,0.34796747967479674,0.2
83,126,53,0.48412698412698413,0.2793650793650793,0.2
84,125,57,0.488,0.2944,0.2
85,120,59,0.38333333333333336,0.31833333333333336,0.2
86,123,60,0.44715447154471544,0.3170731707317073,0.2
87,124,57,0.4274193548387097,0.3403225806451613,0.2
88,117,59,0.38461538461538464,0.34188034188034194,0.2
89,113,52,0.36283185840707965,0.3185840707964602,0.2
90,122,57,0.39344262295081966,0.3491803278688524,0.2
91,125,58,0.456,0.28480000000000005,0.2
92,124,54,0.5241935483870968,0.24838709677419352,0.0
93,113,55,0.4247787610619469,0.28495575221238933,0.2
94,118,52,0.3983050847457627,0.32033898305084746,0.2
95,126,56,0.47619047619047616,0.2777777777777778,0.2
96,120,58,0.375,0.31833333333333336,0.2
97,127,56,0.4015748031496063,0.32755905511811023,0.2
98,110,50,0.3,0.37272727272727274,0.4
99,120,56,0.4583333333333333,0.26333333333333336,0.2
100,120,54,0.45,0.3266666666666667,0.2
101,118,55,0.4322033898305085,0.3152542372881356,0.2
102,121,58,0.4462809917355372,0.3074380165289256,0.2
103,119,54,0.5294117647058824,0.2571428571428572,0.0
104,127,51,0.44881889763779526,0.30708661417322847,0.2
105,126,60,0.4444444444444444,0.30634920634920637,0.2
106,115,59,0.4260869565217391,0.3252173913043478,0.2
107,120,59,0.45,0.25833333333333336,0.2
108,123,50,0.4796747967479675,0.2926829268292683,0.2
109,119,57,0.3697478991596639,0.3277310924369748,0.2
110,125,55,0.416,0.30240000000000006,0.2
111,127,57,0.41732283464566927,0.2929133858267716,0.2
112,125,55,0.392,0.33440000000000003,0.2
113,114,54,0.32456140350877194,0.34912280701754383,0.4
114,122,61,0.4180327868852459,0.3081967213114754,0.2
115,121,58,0.4380165289256198,0.3305785123966942,0.2
116,123,60,0.4065040650406504,0.3235772357723577,0.2
